# DRAFT emoji-data.txt
# For details about the format and other information, see /../../../reports/tr51/index.html#Data_Files.
#
# Format
# Code ;	Default Style ;	Ordering ;	Annotations ;	Sources	# Version Char Name
#
1F689 ;	emoji ;	424 ;	places-android, places-apple, railway, station, train, travel, vehicle ;	j 	# V6.0 (🚉) station
1F68A ;	emoji ;	425 ;	places-android, places-apple, tram, travel, trolleybus, vehicle ;	x 	# V6.0 (🚊) tram
1F69D ;	emoji ;	426 ;	monorail, places-android, places-apple, travel, vehicle ;	x 	# V6.0 (🚝) monorail
1F69E ;	emoji ;	427 ;	car, mountain, places-android, places-apple, railway, travel, vehicle ;	x 	# V6.0 (🚞) mountain railway
1F68B ;	emoji ;	428 ;	car, places-android, places-apple, tram, travel, trolleybus, vehicle ;	x 	# V6.0 (🚋) tram car
1F68C ;	emoji ;	429 ;	bus, places-android, places-apple, travel, vehicle ;	j 	# V6.0 (🚌) bus
1F68D ;	emoji ;	430 ;	bus, oncoming, places-android, places-apple, travel, vehicle ;	w 	# V6.0 (🚍) oncoming bus
1F68E ;	emoji ;	431 ;	bus, places-android, places-apple, tram, travel, trolley, trolleybus, vehicle ;	x 	# V6.0 (🚎) trolleybus
1F68F ;	emoji ;	432 ;	bus, busstop, places-android, places-apple, stop, travel, vehicle ;	j 	# V6.0 (🚏) bus stop
1F690 ;	emoji ;	433 ;	bus, minibus, places-android, places-apple, travel, vehicle ;	x 	# V6.0 (🚐) minibus
1F691 ;	emoji ;	434 ;	ambulance, places-android, places-apple, travel, vehicle ;	j w 	# V6.0 (🚑) ambulance
1F692 ;	emoji ;	435 ;	engine, fire, places-android, places-apple, travel, truck, vehicle ;	j 	# V6.0 (🚒) fire engine
1F693 ;	emoji ;	436 ;	car, patrol, places-android, places-apple, police, travel, vehicle ;	j 	# V6.0 (🚓) police car
1F694 ;	emoji ;	437 ;	car, oncoming, places-android, places-apple, police, travel, vehicle ;	w 	# V6.0 (🚔) oncoming police car
1F695 ;	emoji ;	438 ;	places-android, places-apple, taxi, travel, vehicle ;	j 	# V6.0 (🚕) taxi
1F696 ;	emoji ;	439 ;	oncoming, places-android, places-apple, taxi, travel, vehicle ;	x 	# V6.0 (🚖) oncoming taxi
1F697 ;	emoji ;	440 ;	automobile, car, places-android, places-apple, travel, vehicle ;	j 	# V6.0 (🚗) automobile
1F698 ;	emoji ;	441 ;	automobile, car, oncoming, places-android, places-apple, travel, vehicle ;	w 	# V6.0 (🚘) oncoming automobile
1F699 ;	emoji ;	442 ;	places-android, places-apple, recreational, rv, travel, vehicle ;	j 	# V6.0 (🚙) recreational vehicle
1F69A ;	emoji ;	443 ;	delivery, places-android, places-apple, travel, truck, vehicle ;	j 	# V6.0 (🚚) delivery truck
1F69B ;	emoji ;	444 ;	lorry, places-android, places-apple, semi, travel, truck, vehicle ;	x 	# V6.0 (🚛) articulated lorry
1F69C ;	emoji ;	445 ;	places-android, places-apple, tractor, travel, vehicle ;	x 	# V6.0 (🚜) tractor
1F6B2 ;	emoji ;	446 ;	bicycle, bicycling, bike, biking, places-android, places-apple, sport, travel, vehicle ;	j w 	# V6.0 (🚲) bicycle
1F6B3 ;	emoji ;	447 ;	bicycle, bicycling, bike, biking, forbidden, no, not, places-android, prohibited, sport, symbols-apple, travel, vehicle ;	x 	# V6.0 (🚳) no bicycles
1F6B4 ;	emoji ;	448 ;	bicycle, bicycling, bicyclist, bike, biking, cyclist, fitz-optional, human, objects-apple, person, places-android, sport, travel ;	x 	# V6.0 (🚴) bicyclist
1F6B5 ;	emoji ;	449 ;	bicycle, bicycling, bicyclist, bike, biking, cyclist, fitz-optional, human, mountain, objects-apple, person, places-android, sport, travel ;	x 	# V6.0 (🚵) mountain bicyclist
1F3CE ;	text ;	450 ;	car, racing, sport, travel ;	w 	# V7.0 (🏎) racing car
1F3CD ;	text ;	451 ;	human, motorcycle, person, racing, sport, travel ;	w 	# V7.0 (🏍) racing motorcycle
26FD ;	emoji ;	452 ;	fuel, fuelpump, gas, places-android, places-apple, pump, station, travel ;	a j 	# V5.2 (⛽) fuel pump
1F6E3 ;	text ;	453 ;	motorway, travel ;	w 	# V7.0 (🛣) motorway
1F6E4 ;	text ;	454 ;	railway, track, travel ;	w 	# V7.0 (🛤) railway track
1F6A8 ;	emoji ;	455 ;	beacon, car, light, places-android, places-apple, police, revolving, travel ;	j 	# V6.0 (🚨) police cars revolving light
2388 ;	text ;	456 ;	helm, travel ;	x 	# V3.0 (⎈) helm symbol
2693 ;	emoji ;	457 ;	anchor, places-android, places-apple, travel ;	a j 	# V4.1 (⚓) anchor
26F5 ;	emoji ;	458 ;	boat, places-android, places-apple, resort, sailboat, sea, travel, yacht ;	a j 	# V5.2 (⛵) sailboat
1F6A3 ;	emoji ;	459 ;	boat, fitz-optional, places-android, places-apple, rowboat, travel, vehicle ;	x 	# V6.0 (🚣) rowboat
1F6A4 ;	emoji ;	460 ;	boat, places-android, places-apple, speedboat, travel, vehicle ;	j 	# V6.0 (🚤) speedboat
1F6F3 ;	text ;	461 ;	passenger, ship, travel, vehicle ;	w 	# V7.0 (🛳) passenger ship
26F4 ;	text ;	462 ;	ferry, travel ;	a 	# V5.2 (⛴) ferry
1F6E5 ;	text ;	463 ;	boat, motorboat, travel, vehicle ;	w 	# V7.0 (🛥) motor boat
1F6A2 ;	emoji ;	464 ;	places-android, places-apple, ship, travel, vehicle ;	j 	# V6.0 (🚢) ship
2708 ;	text ;	465 ;	airplane, places-android, places-apple, travel ;	z a j w 	# V1.1 (✈) airplane
1F6E9 ;	text ;	466 ;	airplane, travel, vehicle ;	w 	# V7.0 (🛩) small airplane
1F6EB ;	emoji ;	467 ;	airplane, check-in, departure, departures, travel, vehicle ;	x 	# V7.0 (🛫) airplane departure
1F6EC ;	emoji ;	468 ;	airplane, arrivals, arriving, travel, vehicle ;	x 	# V7.0 (🛬) airplane arriving
1F4BA ;	emoji ;	469 ;	chair, objects-android, office, places-apple, seat, travel ;	j 	# V6.0 (💺) seat
1F681 ;	emoji ;	470 ;	helicopter, places-android, places-apple, travel, vehicle ;	x 	# V6.0 (🚁) helicopter
1F69F ;	emoji ;	471 ;	places-android, places-apple, railway, suspension, travel, vehicle ;	x 	# V6.0 (🚟) suspension railway
1F6A0 ;	emoji ;	472 ;	cable, gondola, mountain, places-android, places-apple, travel, vehicle ;	x 	# V6.0 (🚠) mountain cableway
1F6A1 ;	emoji ;	473 ;	aerial, cable, car, gondola, places-android, places-apple, ropeway, tramway, travel, vehicle ;	x 	# V6.0 (🚡) aerial tramway
1F680 ;	emoji ;	474 ;	fantasy, places-android, places-apple, rocket, travel, vehicle ;	j 	# V6.0 (🚀) rocket
1F6F0 ;	text ;	475 ;	place, satellite, vehicle ;	w 	# V7.0 (🛰) satellite
1F3E7 ;	emoji ;	476 ;	atm, automated, place, places-android, symbols-apple, teller ;	j 	# V6.0 (🏧) automated teller machine
1F6AE ;	emoji ;	477 ;	litter, litterbox, place, put, symbols-android, symbols-apple, travel ;	x 	# V6.0 (🚮) put litter in its place symbol
1F6A5 ;	emoji ;	478 ;	light, places-android, places-apple, signal, traffic, travel ;	j 	# V6.0 (🚥) horizontal traffic light
1F6A6 ;	emoji ;	479 ;	light, places-android, places-apple, signal, traffic, travel ;	x 	# V6.0 (🚦) vertical traffic light
1F6A7 ;	emoji ;	480 ;	barrier, construction, places-android, places-apple, travel, under ;	j 	# V6.0 (🚧) construction sign
1F6AB ;	emoji ;	481 ;	entry, forbidden, no, not, prohibited, symbols-android, symbols-apple, travel ;	j 	# V6.0 (🚫) no entry sign
1F6AD ;	emoji ;	482 ;	forbidden, no, not, prohibited, smoking, symbols-android, symbols-apple, travel ;	j w 	# V6.0 (🚭) no smoking symbol
1F6AF ;	emoji ;	483 ;	forbidden, litter, no, not, prohibited, symbols-android, symbols-apple, travel ;	x 	# V6.0 (🚯) do not litter symbol
1F6B0 ;	emoji ;	484 ;	drink, potable, symbols-android, symbols-apple, travel, water ;	x 	# V6.0 (🚰) potable water symbol
1F6B1 ;	emoji ;	485 ;	drink, forbidden, no, not, potable, prohibited, symbols-android, symbols-apple, travel, water ;	x 	# V6.0 (🚱) non-potable water symbol
1F6B7 ;	emoji ;	486 ;	forbidden, no, not, pedestrian, places-android, prohibited, symbols-apple, travel ;	x 	# V6.0 (🚷) no pedestrians
1F6B8 ;	emoji ;	487 ;	child, crossing, places-android, symbols-apple, travel ;	x 	# V6.0 (🚸) children crossing
267F ;	emoji ;	488 ;	access, symbols-android, symbols-apple, travel, wheelchair ;	j w 	# V4.1 (♿) wheelchair symbol
1F6B9 ;	emoji ;	489 ;	men, men’s, restroom, symbols-android, symbols-apple, travel ;	j w 	# V6.0 (🚹) mens symbol
1F6BA ;	emoji ;	490 ;	restroom, symbols-android, symbols-apple, travel, woman, women’s ;	j w 	# V6.0 (🚺) womens symbol
1F6BB ;	emoji ;	491 ;	lavatory, restroom, symbols-android, symbols-apple, travel, wc ;	j 	# V6.0 (🚻) restroom
1F6BC ;	emoji ;	492 ;	baby, changing, symbols-android, symbols-apple, travel ;	j w 	# V6.0 (🚼) baby symbol
1F6BE ;	emoji ;	493 ;	closet, lavatory, places-android, restroom, symbols-apple, travel, water, wc ;	j 	# V6.0 (🚾) water closet
1F6C2 ;	emoji ;	494 ;	control, passport, places-android, symbols-apple, travel ;	x 	# V6.0 (🛂) passport control
1F6C3 ;	emoji ;	495 ;	customs, places-android, symbols-apple, travel ;	x 	# V6.0 (🛃) customs
1F6C4 ;	emoji ;	496 ;	baggage, claim, places-android, symbols-apple, travel ;	x 	# V6.0 (🛄) baggage claim
1F6C5 ;	emoji ;	497 ;	baggage, left luggage, locker, luggage, places-android, symbols-apple, travel ;	x 	# V6.0 (🛅) left luggage
26A0 ;	text ;	498 ;	places-apple, symbols-android, travel, warning ;	j 	# V4.0 (⚠) warning sign
26D4 ;	emoji ;	499 ;	entry, forbidden, no, not, prohibited, symbols-android, symbols-apple, travel ;	a j 	# V5.2 (⛔) no entry
1F6CE ;	text ;	500 ;	bell, bellhop, hotel, object ;	w 	# V7.0 (🛎) bellhop bell
1F6AA ;	emoji ;	501 ;	door, object, objects-android, objects-apple, travel ;	j 	# V6.0 (🚪) door
1F6CC ;	emoji ;	502 ;	hotel, object, sleeping ;	x 	# V7.0 (🛌) sleeping accommodation
1F6CF ;	text ;	503 ;	bed, hotel, object ;	w 	# V7.0 (🛏) bed
1F6CB ;	text ;	504 ;	couch, hotel, lamp, object ;	w 	# V7.0 (🛋) couch and lamp
1F6BD ;	emoji ;	505 ;	object, objects-apple, places-android, toilet, travel ;	j 	# V6.0 (🚽) toilet
1F6BF ;	emoji ;	506 ;	object, objects-apple, places-android, shower, travel ;	x 	# V6.0 (🚿) shower
1F6C0 ;	emoji ;	507 ;	bath, bathtub, fitz-optional, object, objects-apple, places-android, travel ;	j 	# V6.0 (🛀) bath
1F6C1 ;	emoji ;	508 ;	bath, bathtub, object, objects-apple, places-android, travel ;	x 	# V6.0 (🛁) bathtub
1F6CD ;	text ;	509 ;	bag, hotel, object, shopping ;	w 	# V7.0 (🛍) shopping bags
231B ;	emoji ;	510 ;	hourglass, objects-apple, sand, symbols-android, time, timer ;	j 	# V1.1 (⌛) hourglass
23F3 ;	emoji ;	511 ;	hourglass, objects-apple, sand, symbols-android, time, timer ;	j w 	# V6.0 (⏳) hourglass with flowing sand
231A ;	emoji ;	512 ;	clock, objects-android, objects-apple, time, watch ;	j 	# V1.1 (⌚) watch
23F0 ;	emoji ;	513 ;	alarm, clock, objects-apple, symbols-android, time ;	j 	# V6.0 (⏰) alarm clock
23F1 ;	text ;	514 ;	clock, stopwatch, time ;	x 	# V6.0 (⏱) stopwatch
23F2 ;	text ;	515 ;	clock, time, timer ;	x 	# V6.0 (⏲) timer clock
1F570 ;	text ;	516 ;	clock, object ;	w 	# V7.0 (🕰) mantelpiece clock
1F55B ;	emoji ;	517 ;	00, 12, 12:00, clock, face, o’clock, symbols-android, symbols-apple, time, twelve ;	j w 	# V6.0 (🕛) clock face twelve oclock
1F567 ;	emoji ;	518 ;	12, 30, 12:30, clock, face, symbols-android, symbols-apple, thirty, time, twelve ;	w 	# V6.0 (🕧) clock face twelve-thirty
1F550 ;	emoji ;	519 ;	00, 1, 1:00, clock, face, o’clock, one, symbols-android, symbols-apple, time ;	j w 	# V6.0 (🕐) clock face one oclock
1F55C ;	emoji ;	520 ;	1, 30, 1:30, clock, face, one, symbols-android, symbols-apple, thirty, time ;	w 	# V6.0 (🕜) clock face one-thirty
1F551 ;	emoji ;	521 ;	00, 2, 2:00, clock, face, o’clock, symbols-android, symbols-apple, time, two ;	j w 	# V6.0 (🕑) clock face two oclock
1F55D ;	emoji ;	522 ;	2, 30, 2:30, clock, face, symbols-android, symbols-apple, thirty, time, two ;	w 	# V6.0 (🕝) clock face two-thirty
1F552 ;	emoji ;	523 ;	00, 3, 3:00, clock, face, o’clock, symbols-android, symbols-apple, three, time ;	j w 	# V6.0 (🕒) clock face three oclock
1F55E ;	emoji ;	524 ;	3, 30, 3:30, clock, face, symbols-android, symbols-apple, thirty, three, time ;	w 	# V6.0 (🕞) clock face three-thirty
1F553 ;	emoji ;	525 ;	00, 4, 4:00, clock, face, four, o’clock, symbols-android, symbols-apple, time ;	j w 	# V6.0 (🕓) clock face four oclock
1F55F ;	emoji ;	526 ;	4, 30, 4:30, clock, face, four, symbols-android, symbols-apple, thirty, time ;	w 	# V6.0 (🕟) clock face four-thirty
1F554 ;	emoji ;	527 ;	00, 5, 5:00, clock, face, five, o’clock, symbols-android, symbols-apple, time ;	j w 	# V6.0 (🕔) clock face five oclock
1F560 ;	emoji ;	528 ;	5, 30, 5:30, clock, face, five, symbols-android, symbols-apple, thirty, time ;	w 	# V6.0 (🕠) clock face five-thirty
1F555 ;	emoji ;	529 ;	00, 6, 6:00, clock, face, o’clock, six, symbols-android, symbols-apple, time ;	j w 	# V6.0 (🕕) clock face six oclock
1F561 ;	emoji ;	530 ;	6, 30, 6:30, clock, face, six, symbols-android, symbols-apple, thirty, time ;	w 	# V6.0 (🕡) clock face six-thirty
1F556 ;	emoji ;	531 ;	00, 7, 7:00, clock, face, o’clock, seven, symbols-android, symbols-apple, time ;	j w 	# V6.0 (🕖) clock face seven oclock
1F562 ;	emoji ;	532 ;	7, 30, 7:30, clock, face, seven, symbols-android, symbols-apple, thirty, time ;	w 	# V6.0 (🕢) clock face seven-thirty
1F557 ;	emoji ;	533 ;	00, 8, 8:00, clock, eight, face, o’clock, symbols-android, symbols-apple, time ;	j w 	# V6.0 (🕗) clock face eight oclock
1F563 ;	emoji ;	534 ;	8, 30, 8:30, clock, eight, face, symbols-android, symbols-apple, thirty, time ;	w 	# V6.0 (🕣) clock face eight-thirty
1F558 ;	emoji ;	535 ;	00, 9, 9:00, clock, face, nine, o’clock, symbols-android, symbols-apple, time ;	j w 	# V6.0 (🕘) clock face nine oclock
1F564 ;	emoji ;	536 ;	9, 30, 9:30, clock, face, nine, symbols-android, symbols-apple, thirty, time ;	w 	# V6.0 (🕤) clock face nine-thirty
1F559 ;	emoji ;	537 ;	00, 10, 10:00, clock, face, o’clock, symbols-android, symbols-apple, ten, time ;	j w 	# V6.0 (🕙) clock face ten oclock
1F565 ;	emoji ;	538 ;	10, 30, 10:30, clock, face, symbols-android, symbols-apple, ten, thirty, time ;	w 	# V6.0 (🕥) clock face ten-thirty
1F55A ;	emoji ;	539 ;	00, 11, 11:00, clock, eleven, face, o’clock, symbols-android, symbols-apple, time ;	j w 	# V6.0 (🕚) clock face eleven oclock
1F566 ;	emoji ;	540 ;	11, 30, 11:30, clock, eleven, face, symbols-android, symbols-apple, thirty, time ;	w 	# V6.0 (🕦) clock face eleven-thirty
2648 ;	emoji ;	541 ;	aries, symbols-android, symbols-apple, time, zodiac ;	j w 	# V1.1 (♈) aries
2649 ;	emoji ;	542 ;	symbols-android, symbols-apple, taurus, time, zodiac ;	j w 	# V1.1 (♉) taurus
264A ;	emoji ;	543 ;	gemini, symbols-android, symbols-apple, time, zodiac ;	j w 	# V1.1 (♊) gemini
264B ;	emoji ;	544 ;	cancer, symbols-android, symbols-apple, time, zodiac ;	j w 	# V1.1 (♋) cancer
264C ;	emoji ;	545 ;	leo, symbols-android, symbols-apple, time, zodiac ;	j w 	# V1.1 (♌) leo
264D ;	emoji ;	546 ;	symbols-android, symbols-apple, time, virgo, zodiac ;	j w 	# V1.1 (♍) virgo
264E ;	emoji ;	547 ;	libra, symbols-android, symbols-apple, time, zodiac ;	j w 	# V1.1 (♎) libra
264F ;	emoji ;	548 ;	scorpion, scorpius, symbols-android, symbols-apple, time, zodiac ;	j w 	# V1.1 (♏) scorpius
2650 ;	emoji ;	549 ;	sagittarius, symbols-android, symbols-apple, time, zodiac ;	j w 	# V1.1 (♐) sagittarius
2651 ;	emoji ;	550 ;	capricorn, symbols-android, symbols-apple, time, zodiac ;	j w 	# V1.1 (♑) capricorn
2652 ;	emoji ;	551 ;	aquarius, symbols-android, symbols-apple, time, zodiac ;	j w 	# V1.1 (♒) aquarius
2653 ;	emoji ;	552 ;	pisces, symbols-android, symbols-apple, time, zodiac ;	j w 	# V1.1 (♓) pisces
26CE ;	emoji ;	553 ;	ophiuchus, symbols-android, symbols-apple, word, zodiac ;	a j 	# V6.0 (⛎) ophiuchus
1F311 ;	emoji ;	554 ;	dark, moon, nature-android, nature-apple, place, time, weather ;	j 	# V6.0 (🌑) new moon symbol
1F312 ;	emoji ;	555 ;	crescent, moon, nature-android, nature-apple, place, time, waxing, weather ;	x 	# V6.0 (🌒) waxing crescent moon symbol
1F313 ;	emoji ;	556 ;	moon, nature-android, nature-apple, place, quarter, time, weather ;	j 	# V6.0 (🌓) first quarter moon symbol
1F314 ;	emoji ;	557 ;	gibbous, moon, nature-android, nature-apple, place, time, waxing, weather ;	j 	# V6.0 (🌔) waxing gibbous moon symbol
1F315 ;	emoji ;	558 ;	full, moon, nature-android, nature-apple, place, time, weather ;	j w 	# V6.0 (🌕) full moon symbol
1F316 ;	emoji ;	559 ;	gibbous, moon, nature-android, nature-apple, place, time, waning, weather ;	x 	# V6.0 (🌖) waning gibbous moon symbol
1F317 ;	emoji ;	560 ;	moon, nature-android, nature-apple, place, quarter, time, weather ;	x 	# V6.0 (🌗) last quarter moon symbol
1F318 ;	emoji ;	561 ;	crescent, moon, nature-android, nature-apple, place, time, waning, weather ;	x 	# V6.0 (🌘) waning crescent moon symbol
1F319 ;	emoji ;	562 ;	crescent, moon, nature-android, nature-apple, place, time, weather ;	j 	# V6.0 (🌙) crescent moon
1F31A ;	emoji ;	563 ;	face, moon, nature-android, nature-apple, place, time, weather ;	x 	# V6.0 (🌚) new moon with face
1F31B ;	emoji ;	564 ;	face, moon, nature-android, nature-apple, place, quarter, weather ;	j 	# V6.0 (🌛) first quarter moon with face
1F31C ;	emoji ;	565 ;	face, moon, nature-android, nature-apple, place, quarter, weather ;	w 	# V6.0 (🌜) last quarter moon with face
1F321 ;	text ;	566 ;	thermometer, weather ;	w 	# V7.0 (🌡) thermometer
2600 ;	text ;	567 ;	bright, nature-android, nature-apple, rays, sun, sunny, weather ;	a j 	# V1.1 (☀) black sun with rays
1F31D ;	emoji ;	568 ;	bright, face, full, moon, nature-android, nature-apple, place, weather ;	x 	# V6.0 (🌝) full moon with face
1F31E ;	emoji ;	569 ;	bright, face, nature-android, nature-apple, place, sun, weather ;	x 	# V6.0 (🌞) sun with face
2601 ;	text ;	570 ;	cloud, nature-android, nature-apple, weather ;	a j w 	# V1.1 (☁) cloud
26C5 ;	emoji ;	571 ;	cloud, nature-android, nature-apple, sun, weather ;	a j 	# V5.2 (⛅) sun behind cloud
26C8 ;	text ;	572 ;	cloud, rain, thunder, weather ;	a 	# V5.2 (⛈) thunder cloud and rain
1F324 ;	text ;	573 ;	cloud, sun, weather ;	w 	# V7.0 (🌤) white sun with small cloud
1F325 ;	text ;	574 ;	cloud, sun, weather ;	w 	# V7.0 (🌥) white sun behind cloud
1F326 ;	text ;	575 ;	cloud, rain, sun, weather ;	w 	# V7.0 (🌦) white sun behind cloud with rain
1F327 ;	text ;	576 ;	cloud, rain, weather ;	w 	# V7.0 (🌧) cloud with rain
1F328 ;	text ;	577 ;	cloud, cold, snow, weather ;	w 	# V7.0 (🌨) cloud with snow
1F329 ;	text ;	578 ;	cloud, lightning, weather ;	w 	# V7.0 (🌩) cloud with lightning
1F32A ;	text ;	579 ;	cloud, tornado, weather ;	w 	# V7.0 (🌪) cloud with tornado
1F32B ;	text ;	580 ;	cloud, fog, weather ;	w 	# V7.0 (🌫) fog
1F32C ;	text ;	581 ;	blow, cloud, face, weather, wind ;	w 	# V7.0 (🌬) wind blowing face
1F300 ;	emoji ;	582 ;	cyclone, dizzy, nature-android, nature-apple, twister, typhoon, weather ;	j 	# V6.0 (🌀) cyclone
1F308 ;	emoji ;	583 ;	nature-android, nature-apple, rain, rainbow, weather ;	j 	# V6.0 (🌈) rainbow
1F302 ;	emoji ;	584 ;	nature-android, people-apple, rain, umbrella, weather ;	j 	# V6.0 (🌂) closed umbrella
2602 ;	text ;	585 ;	rain, umbrella, weather ;	a 	# V1.1 (☂) umbrella
2614 ;	emoji ;	586 ;	drop, nature-android, nature-apple, rain, umbrella, weather ;	a j 	# V4.0 (☔) umbrella with rain drops
26F1 ;	text ;	587 ;	rain, sun, travel, umbrella, weather ;	a 	# V5.2 (⛱) umbrella on ground
2744 ;	text ;	588 ;	cold, nature-android, nature-apple, snow, snowflake, weather ;	z j w 	# V1.1 (❄) snowflake
2603 ;	text ;	589 ;	cold, snow, snowman, weather ;	a 	# V1.1 (☃) snowman
26C4 ;	emoji ;	590 ;	cold, nature-android, nature-apple, snow, snowman, weather ;	a j 	# V5.2 (⛄) snowman without snow
1F31F ;	emoji ;	591 ;	glittery, glowing, people-apple, place, shining, sparkle, sparkler, star, symbols-android ;	j 	# V6.0 (🌟) glowing star
1F320 ;	emoji ;	592 ;	activity, falling, nature, nature-apple, place, shooting, star, symbols-android ;	j 	# V6.0 (🌠) shooting star
2604 ;	text ;	593 ;	comet, object ;	x 	# V1.1 (☄) comet
1F3B2 ;	emoji ;	594 ;	dice, die, game, objects-android, objects-apple ;	j 	# V6.0 (🎲) game die
2660 ;	text ;	595 ;	card, game, spade, spades, suit, symbols-android, symbols-apple ;	z a j 	# V1.1 (♠) black spade suit
2665 ;	text ;	596 ;	card, emotion, game, heart, hearts, suit, symbols-android, symbols-apple ;	z a j 	# V1.1 (♥) black heart suit
2666 ;	text ;	597 ;	card, diamond, diamonds, game, suit, symbols-android, symbols-apple ;	z a j 	# V1.1 (♦) black diamond suit
2663 ;	text ;	598 ;	card, clubs, game, suit, symbols-android, symbols-apple ;	z a j 	# V1.1 (♣) black club suit
1F0CF ;	emoji ;	599 ;	card, game, joker, objects-android, objects-apple, playing ;	j 	# V6.0 (🃏) playing card black joker
1F004 ;	emoji ;	600 ;	game, mahjong, objects-android, objects-apple, red ;	j 	# V5.1 (🀄) mahjong tile red dragon
1F3AE ;	emoji ;	601 ;	controller, game, objects-android, objects-apple, video ;	j w 	# V6.0 (🎮) video game
1F579 ;	text ;	602 ;	game, joystick, object ;	w 	# V7.0 (🕹) joystick
26BD ;	emoji ;	603 ;	ball, objects-apple, places-android, soccer, sport ;	j 	# V5.2 (⚽) soccer ball
26BE ;	emoji ;	604 ;	ball, baseball, objects-apple, places-android, sport ;	a j 	# V5.2 (⚾) baseball
1F3C0 ;	emoji ;	605 ;	ball, basketball, hoop, objects-apple, places-android, sport ;	j 	# V6.0 (🏀) basketball and hoop
1F3C8 ;	emoji ;	606 ;	american, ball, football, objects-apple, places-android, sport ;	j 	# V6.0 (🏈) american football
1F3C9 ;	emoji ;	607 ;	ball, football, objects-apple, places-android, rugby, sport ;	x 	# V6.0 (🏉) rugby football
1F3BE ;	emoji ;	608 ;	ball, objects-apple, places-android, racquet, sport, tennis ;	j 	# V6.0 (🎾) tennis racquet and ball
1F3B1 ;	emoji ;	609 ;	8, 8 ball, ball, billiard, eight, game, objects-apple, places-android, sport ;	j 	# V6.0 (🎱) billiards
1F3B3 ;	emoji ;	610 ;	ball, bowling, game, objects-apple, places-android, sport ;	j 	# V6.0 (🎳) bowling
26F3 ;	emoji ;	611 ;	flag, golf, golfing, hole, objects-apple, places-android, sport, travel ;	a j w 	# V5.2 (⛳) flag in hole
1F3CC ;	text ;	612 ;	ball, golfer, human, person, sport ;	w 	# V7.0 (🏌) golfer
26F8 ;	emoji ;	613 ;	ice, skate, skating, sport, travel ;	a 	# V5.2 (⛸) ice skate
1F3A3 ;	emoji ;	614 ;	entertainment, fish, fishing, objects-apple, places-android, pole, sport ;	j 	# V6.0 (🎣) fishing pole and fish
1F3BD ;	emoji ;	615 ;	people-apple, places-android, running, sash, shirt, sport ;	j 	# V6.0 (🎽) running shirt with sash
1F3BF ;	emoji ;	616 ;	objects-apple, places-android, ski, skier, skiing, sport ;	j 	# V6.0 (🎿) ski and ski boot
26F7 ;	emoji ;	617 ;	human, person, ski, skier, skiing, sport, travel ;	a w 	# V5.2 (⛷) skier
1F3C2 ;	emoji ;	618 ;	fitz-optional, human, objects-apple, person, places-android, ski, skier, skiing, snowboard, snowboarder, snowboarding, sport ;	j w 	# V6.0 (🏂) snowboarder
1F3C4 ;	emoji ;	619 ;	fitz-optional, human, objects-apple, person, places-android, sport, surfer, surfing ;	j w 	# V6.0 (🏄) surfer
1F3C7 ;	emoji ;	620 ;	fitz-optional, horse, human, jockey, objects-apple, person, places-android, racing, sport, travel ;	x 	# V6.0 (🏇) horse racing
1F3CA ;	emoji ;	621 ;	fitz-optional, human, objects-apple, person, places-android, sport, swim, swimmer, swimming, travel ;	j w 	# V6.0 (🏊) swimmer
26F9 ;	emoji ;	622 ;	ball, human, person, sport, travel ;	a 	# V5.2 (⛹) person with ball
1F3CB ;	text ;	623 ;	human, lifter, person, sport, weight ;	w 	# V7.0 (🏋) weight lifter
1F3C5 ;	emoji ;	624 ;	medal, sport ;	x 	# V7.0 (🏅) sports medal
1F3C6 ;	emoji ;	625 ;	objects-apple, places-android, prize, sport, trophy ;	j w 	# V6.0 (🏆) trophy
1F507 ;	emoji ;	626 ;	mute, objects-apple, quiet, sound, speaker, symbols-android ;	x 	# V6.0 (🔇) speaker with cancellation stroke
1F508 ;	emoji ;	627 ;	objects-apple, sound, speaker, symbols-android ;	w 	# V6.0 (🔈) speaker
1F509 ;	emoji ;	628 ;	low, objects-apple, sound, speaker, symbols-android, volume, wave ;	x 	# V6.0 (🔉) speaker with one sound wave
1F50A ;	emoji ;	629 ;	3, high, loud, objects-apple, sound, speaker, symbols-android, three, volume, waves ;	j 	# V6.0 (🔊) speaker with three sound waves
1F4E2 ;	emoji ;	630 ;	address, communication, hand, loud, loudspeaker, objects-android, objects-apple, public, sound ;	j 	# V6.0 (📢) public address loudspeaker
1F4E3 ;	emoji ;	631 ;	cheering, communication, mega, megaphone, objects-android, objects-apple, sound ;	j 	# V6.0 (📣) cheering megaphone
1F4EF ;	emoji ;	632 ;	communication, horn, object, objects-android, objects-apple, postal, sound ;	x 	# V6.0 (📯) postal horn
1F514 ;	emoji ;	633 ;	bell, objects-android, objects-apple, sound ;	j 	# V6.0 (🔔) bell
1F515 ;	emoji ;	634 ;	bell, forbidden, no, not, objects-android, objects-apple, prohibited, sound ;	x 	# V6.0 (🔕) bell with cancellation stroke
1F500 ;	emoji ;	635 ;	arrow, crossed, symbols-android, symbols-apple ;	x 	# V6.0 (🔀) twisted rightwards arrows
1F501 ;	emoji ;	636 ;	arrow, clockwise, repeat, symbols-android, symbols-apple ;	x 	# V6.0 (🔁) clockwise rightwards and leftwards open circle arrows
