#Code	Age	GC	DT	Name	N4M	Trial	NFKCCF	UCA	Δ	Δ	Δ	N4M Hex	Trial Hex	NFKCCF Hex	UCA Hex	Trial Reasons
'1680	'3.0	'Zs	'None	OGHAM SPACE MARK	' 	' 	' 	' 			Tr≠UCA	'1680	'1680	'1680	'0020	16. NFKC_CF-None
'1B6D	'5.0	'Mn	'None	BALINESE MUSICAL SYMBOL COMBINING KEMPUL	'᭭	'᭭	'᭭	'∅			Tr≠UCA	'1B6D	'1B6D	'1B6D	'	16. NFKC_CF-None
'1B6E	'5.0	'Mn	'None	BALINESE MUSICAL SYMBOL COMBINING KEMPLI	'᭮	'᭮	'᭮	'∅			Tr≠UCA	'1B6E	'1B6E	'1B6E	'	16. NFKC_CF-None
'1B6F	'5.0	'Mn	'None	BALINESE MUSICAL SYMBOL COMBINING JEGOGAN	'᭯	'᭯	'᭯	'∅			Tr≠UCA	'1B6F	'1B6F	'1B6F	'	16. NFKC_CF-None
'1B70	'5.0	'Mn	'None	BALINESE MUSICAL SYMBOL COMBINING KEMPUL WITH JEGOGAN	'᭰	'᭰	'᭰	'∅			Tr≠UCA	'1B70	'1B70	'1B70	'	16. NFKC_CF-None
'1B71	'5.0	'Mn	'None	BALINESE MUSICAL SYMBOL COMBINING KEMPLI WITH JEGOGAN	'᭱	'᭱	'᭱	'∅			Tr≠UCA	'1B71	'1B71	'1B71	'	16. NFKC_CF-None
'1B72	'5.0	'Mn	'None	BALINESE MUSICAL SYMBOL COMBINING BENDE	'᭲	'᭲	'᭲	'∅			Tr≠UCA	'1B72	'1B72	'1B72	'	16. NFKC_CF-None
'1B73	'5.0	'Mn	'None	BALINESE MUSICAL SYMBOL COMBINING GONG	'᭳	'᭳	'᭳	'∅			Tr≠UCA	'1B73	'1B73	'1B73	'	16. NFKC_CF-None
'1B80	'5.1	'Mn	'None	SUNDANESE SIGN PANYECEK	'ᮀ	'ᮀ	'ᮀ	'ं			Tr≠UCA	'1B80	'1B80	'1B80	'0902	16. NFKC_CF-None
'1BC9D	'7.0	'Mn	'None	DUPLOYAN THICK LETTER SELECTOR	'𛲝	'𛲝	'𛲝	'̍			Tr≠UCA	'1BC9D	'1BC9D	'1BC9D	'030D	16. NFKC_CF-None
'1BC9E	'7.0	'Mn	'None	DUPLOYAN DOUBLE MARK	'𛲞	'𛲞	'𛲞	'̶			Tr≠UCA	'1BC9E	'1BC9E	'1BC9E	'0336	16. NFKC_CF-None
'1BE6	'6.0	'Mn	'None	BATAK SIGN TOMPI	'᯦	'᯦	'᯦	'़			Tr≠UCA	'1BE6	'1BE6	'1BE6	'093C	16. NFKC_CF-None
'1BE8	'6.0	'Mn	'None	BATAK VOWEL SIGN PAKPAK E	'ᯨ	'ᯨ	'ᯨ	'ᯧ			Tr≠UCA	'1BE8	'1BE8	'1BE8	'1BE7	16. NFKC_CF-None
'1BED	'6.0	'Mn	'None	BATAK VOWEL SIGN KARO O	'ᯭ	'ᯭ	'ᯭ	'ᯬ			Tr≠UCA	'1BED	'1BED	'1BED	'1BEC	16. NFKC_CF-None
'1BEF	'6.0	'Mn	'None	BATAK VOWEL SIGN U FOR SIMALUNGUN SA	'ᯯ	'ᯯ	'ᯯ	'ᯮ			Tr≠UCA	'1BEF	'1BEF	'1BEF	'1BEE	16. NFKC_CF-None
'1C37	'5.1	'Mn	'None	LEPCHA SIGN NUKTA	'᰷	'᰷	'᰷	'़			Tr≠UCA	'1C37	'1C37	'1C37	'093C	16. NFKC_CF-None
'1CD0	'5.2	'Mn	'None	VEDIC TONE KARSHANA	'᳐	'᳐	'᳐	'∅			Tr≠UCA	'1CD0	'1CD0	'1CD0	'	16. NFKC_CF-None
'1CD1	'5.2	'Mn	'None	VEDIC TONE SHARA	'᳑	'᳑	'᳑	'∅			Tr≠UCA	'1CD1	'1CD1	'1CD1	'	16. NFKC_CF-None
'1CD2	'5.2	'Mn	'None	VEDIC TONE PRENKHA	'᳒	'᳒	'᳒	'∅			Tr≠UCA	'1CD2	'1CD2	'1CD2	'	16. NFKC_CF-None
'1CD4	'5.2	'Mn	'None	VEDIC SIGN YAJURVEDIC MIDLINE SVARITA	'᳔	'᳔	'᳔	'∅			Tr≠UCA	'1CD4	'1CD4	'1CD4	'	16. NFKC_CF-None
'1CD5	'5.2	'Mn	'None	VEDIC TONE YAJURVEDIC AGGRAVATED INDEPENDENT SVARITA	'᳕	'᳕	'᳕	'∅			Tr≠UCA	'1CD5	'1CD5	'1CD5	'	16. NFKC_CF-None
'1CD6	'5.2	'Mn	'None	VEDIC TONE YAJURVEDIC INDEPENDENT SVARITA	'᳖	'᳖	'᳖	'∅			Tr≠UCA	'1CD6	'1CD6	'1CD6	'	16. NFKC_CF-None
'1CD7	'5.2	'Mn	'None	VEDIC TONE YAJURVEDIC KATHAKA INDEPENDENT SVARITA	'᳗	'᳗	'᳗	'∅			Tr≠UCA	'1CD7	'1CD7	'1CD7	'	16. NFKC_CF-None
'1CD8	'5.2	'Mn	'None	VEDIC TONE CANDRA BELOW	'᳘	'᳘	'᳘	'∅			Tr≠UCA	'1CD8	'1CD8	'1CD8	'	16. NFKC_CF-None
'1CD9	'5.2	'Mn	'None	VEDIC TONE YAJURVEDIC KATHAKA INDEPENDENT SVARITA SCHROEDER	'᳙	'᳙	'᳙	'∅			Tr≠UCA	'1CD9	'1CD9	'1CD9	'	16. NFKC_CF-None
'1CDA	'5.2	'Mn	'None	VEDIC TONE DOUBLE SVARITA	'᳚	'᳚	'᳚	'∅			Tr≠UCA	'1CDA	'1CDA	'1CDA	'	16. NFKC_CF-None
'1CDB	'5.2	'Mn	'None	VEDIC TONE TRIPLE SVARITA	'᳛	'᳛	'᳛	'∅			Tr≠UCA	'1CDB	'1CDB	'1CDB	'	16. NFKC_CF-None
'1CDC	'5.2	'Mn	'None	VEDIC TONE KATHAKA ANUDATTA	'᳜	'᳜	'᳜	'∅			Tr≠UCA	'1CDC	'1CDC	'1CDC	'	16. NFKC_CF-None
'1CDD	'5.2	'Mn	'None	VEDIC TONE DOT BELOW	'᳝	'᳝	'᳝	'∅			Tr≠UCA	'1CDD	'1CDD	'1CDD	'	16. NFKC_CF-None
'1CDE	'5.2	'Mn	'None	VEDIC TONE TWO DOTS BELOW	'᳞	'᳞	'᳞	'∅			Tr≠UCA	'1CDE	'1CDE	'1CDE	'	16. NFKC_CF-None
'1CDF	'5.2	'Mn	'None	VEDIC TONE THREE DOTS BELOW	'᳟	'᳟	'᳟	'∅			Tr≠UCA	'1CDF	'1CDF	'1CDF	'	16. NFKC_CF-None
'1CE0	'5.2	'Mn	'None	VEDIC TONE RIGVEDIC KASHMIRI INDEPENDENT SVARITA	'᳠	'᳠	'᳠	'∅			Tr≠UCA	'1CE0	'1CE0	'1CE0	'	16. NFKC_CF-None
'1CE2	'5.2	'Mn	'None	VEDIC SIGN VISARGA SVARITA	'᳢	'᳢	'᳢	'∅			Tr≠UCA	'1CE2	'1CE2	'1CE2	'	16. NFKC_CF-None
'1CE3	'5.2	'Mn	'None	VEDIC SIGN VISARGA UDATTA	'᳣	'᳣	'᳣	'∅			Tr≠UCA	'1CE3	'1CE3	'1CE3	'	16. NFKC_CF-None
'1CE4	'5.2	'Mn	'None	VEDIC SIGN REVERSED VISARGA UDATTA	'᳤	'᳤	'᳤	'∅			Tr≠UCA	'1CE4	'1CE4	'1CE4	'	16. NFKC_CF-None
'1CE5	'5.2	'Mn	'None	VEDIC SIGN VISARGA ANUDATTA	'᳥	'᳥	'᳥	'∅			Tr≠UCA	'1CE5	'1CE5	'1CE5	'	16. NFKC_CF-None
'1CE6	'5.2	'Mn	'None	VEDIC SIGN REVERSED VISARGA ANUDATTA	'᳦	'᳦	'᳦	'∅			Tr≠UCA	'1CE6	'1CE6	'1CE6	'	16. NFKC_CF-None
'1CE7	'5.2	'Mn	'None	VEDIC SIGN VISARGA UDATTA WITH TAIL	'᳧	'᳧	'᳧	'∅			Tr≠UCA	'1CE7	'1CE7	'1CE7	'	16. NFKC_CF-None
'1CE8	'5.2	'Mn	'None	VEDIC SIGN VISARGA ANUDATTA WITH TAIL	'᳨	'᳨	'᳨	'∅			Tr≠UCA	'1CE8	'1CE8	'1CE8	'	16. NFKC_CF-None
'1CED	'5.2	'Mn	'None	VEDIC SIGN TIRYAK	'᳭	'᳭	'᳭	'ं			Tr≠UCA	'1CED	'1CED	'1CED	'0902	16. NFKC_CF-None
'1CF4	'6.1	'Mn	'None	VEDIC TONE CANDRA ABOVE	'᳴	'᳴	'᳴	'∅			Tr≠UCA	'1CF4	'1CF4	'1CF4	'	16. NFKC_CF-None
'1CF8	'7.0	'Mn	'None	VEDIC TONE RING ABOVE	'᳸	'᳸	'᳸	'∅			Tr≠UCA	'1CF8	'1CF8	'1CF8	'	16. NFKC_CF-None
'1CF9	'7.0	'Mn	'None	VEDIC TONE DOUBLE RING ABOVE	'᳹	'᳹	'᳹	'∅			Tr≠UCA	'1CF9	'1CF9	'1CF9	'	16. NFKC_CF-None
'1D167	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING TREMOLO-1	'𝅧	'𝅧	'𝅧	'∅			Tr≠UCA	'1D167	'1D167	'1D167	'	16. NFKC_CF-None
'1D168	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING TREMOLO-2	'𝅨	'𝅨	'𝅨	'∅			Tr≠UCA	'1D168	'1D168	'1D168	'	16. NFKC_CF-None
'1D169	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING TREMOLO-3	'𝅩	'𝅩	'𝅩	'∅			Tr≠UCA	'1D169	'1D169	'1D169	'	16. NFKC_CF-None
'1D17B	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING ACCENT	'𝅻	'𝅻	'𝅻	'∅			Tr≠UCA	'1D17B	'1D17B	'1D17B	'	16. NFKC_CF-None
'1D17C	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING STACCATO	'𝅼	'𝅼	'𝅼	'∅			Tr≠UCA	'1D17C	'1D17C	'1D17C	'	16. NFKC_CF-None
'1D17D	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING TENUTO	'𝅽	'𝅽	'𝅽	'∅			Tr≠UCA	'1D17D	'1D17D	'1D17D	'	16. NFKC_CF-None
'1D17E	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING STACCATISSIMO	'𝅾	'𝅾	'𝅾	'∅			Tr≠UCA	'1D17E	'1D17E	'1D17E	'	16. NFKC_CF-None
'1D17F	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING MARCATO	'𝅿	'𝅿	'𝅿	'∅			Tr≠UCA	'1D17F	'1D17F	'1D17F	'	16. NFKC_CF-None
'1D180	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING MARCATO-STACCATO	'𝆀	'𝆀	'𝆀	'∅			Tr≠UCA	'1D180	'1D180	'1D180	'	16. NFKC_CF-None
'1D181	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING ACCENT-STACCATO	'𝆁	'𝆁	'𝆁	'∅			Tr≠UCA	'1D181	'1D181	'1D181	'	16. NFKC_CF-None
'1D182	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING LOURE	'𝆂	'𝆂	'𝆂	'∅			Tr≠UCA	'1D182	'1D182	'1D182	'	16. NFKC_CF-None
'1D185	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING DOIT	'𝆅	'𝆅	'𝆅	'∅			Tr≠UCA	'1D185	'1D185	'1D185	'	16. NFKC_CF-None
'1D186	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING RIP	'𝆆	'𝆆	'𝆆	'∅			Tr≠UCA	'1D186	'1D186	'1D186	'	16. NFKC_CF-None
'1D187	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING FLIP	'𝆇	'𝆇	'𝆇	'∅			Tr≠UCA	'1D187	'1D187	'1D187	'	16. NFKC_CF-None
'1D188	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING SMEAR	'𝆈	'𝆈	'𝆈	'∅			Tr≠UCA	'1D188	'1D188	'1D188	'	16. NFKC_CF-None
'1D189	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING BEND	'𝆉	'𝆉	'𝆉	'∅			Tr≠UCA	'1D189	'1D189	'1D189	'	16. NFKC_CF-None
'1D18A	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING DOUBLE TONGUE	'𝆊	'𝆊	'𝆊	'∅			Tr≠UCA	'1D18A	'1D18A	'1D18A	'	16. NFKC_CF-None
'1D18B	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING TRIPLE TONGUE	'𝆋	'𝆋	'𝆋	'∅			Tr≠UCA	'1D18B	'1D18B	'1D18B	'	16. NFKC_CF-None
'1D1AA	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING DOWN BOW	'𝆪	'𝆪	'𝆪	'∅			Tr≠UCA	'1D1AA	'1D1AA	'1D1AA	'	16. NFKC_CF-None
'1D1AB	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING UP BOW	'𝆫	'𝆫	'𝆫	'∅			Tr≠UCA	'1D1AB	'1D1AB	'1D1AB	'	16. NFKC_CF-None
'1D1AC	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING HARMONIC	'𝆬	'𝆬	'𝆬	'∅			Tr≠UCA	'1D1AC	'1D1AC	'1D1AC	'	16. NFKC_CF-None
'1D1AD	'3.1	'Mn	'None	MUSICAL SYMBOL COMBINING SNAP PIZZICATO	'𝆭	'𝆭	'𝆭	'∅			Tr≠UCA	'1D1AD	'1D1AD	'1D1AD	'	16. NFKC_CF-None
'1D242	'4.1	'Mn	'None	COMBINING GREEK MUSICAL TRISEME	'𝉂	'𝉂	'𝉂	'∅			Tr≠UCA	'1D242	'1D242	'1D242	'	16. NFKC_CF-None
'1D243	'4.1	'Mn	'None	COMBINING GREEK MUSICAL TETRASEME	'𝉃	'𝉃	'𝉃	'∅			Tr≠UCA	'1D243	'1D243	'1D243	'	16. NFKC_CF-None
'1D244	'4.1	'Mn	'None	COMBINING GREEK MUSICAL PENTASEME	'𝉄	'𝉄	'𝉄	'∅			Tr≠UCA	'1D244	'1D244	'1D244	'	16. NFKC_CF-None
'1DA00	'8.0	'Mn	'None	SIGNWRITING HEAD RIM	'𝨀	'𝨀	'𝨀	'∅			Tr≠UCA	'1DA00	'1DA00	'1DA00	'	16. NFKC_CF-None
'1DA01	'8.0	'Mn	'None	SIGNWRITING HEAD MOVEMENT-WALLPLANE STRAIGHT	'𝨁	'𝨁	'𝨁	'∅			Tr≠UCA	'1DA01	'1DA01	'1DA01	'	16. NFKC_CF-None
'1DA02	'8.0	'Mn	'None	SIGNWRITING HEAD MOVEMENT-WALLPLANE TILT	'𝨂	'𝨂	'𝨂	'∅			Tr≠UCA	'1DA02	'1DA02	'1DA02	'	16. NFKC_CF-None
'1DA03	'8.0	'Mn	'None	SIGNWRITING HEAD MOVEMENT-FLOORPLANE STRAIGHT	'𝨃	'𝨃	'𝨃	'∅			Tr≠UCA	'1DA03	'1DA03	'1DA03	'	16. NFKC_CF-None
'1DA04	'8.0	'Mn	'None	SIGNWRITING HEAD MOVEMENT-WALLPLANE CURVE	'𝨄	'𝨄	'𝨄	'∅			Tr≠UCA	'1DA04	'1DA04	'1DA04	'	16. NFKC_CF-None
'1DA05	'8.0	'Mn	'None	SIGNWRITING HEAD MOVEMENT-FLOORPLANE CURVE	'𝨅	'𝨅	'𝨅	'∅			Tr≠UCA	'1DA05	'1DA05	'1DA05	'	16. NFKC_CF-None
'1DA06	'8.0	'Mn	'None	SIGNWRITING HEAD MOVEMENT CIRCLE	'𝨆	'𝨆	'𝨆	'∅			Tr≠UCA	'1DA06	'1DA06	'1DA06	'	16. NFKC_CF-None
'1DA07	'8.0	'Mn	'None	SIGNWRITING FACE DIRECTION POSITION NOSE FORWARD TILTING	'𝨇	'𝨇	'𝨇	'∅			Tr≠UCA	'1DA07	'1DA07	'1DA07	'	16. NFKC_CF-None
'1DA08	'8.0	'Mn	'None	SIGNWRITING FACE DIRECTION POSITION NOSE UP OR DOWN	'𝨈	'𝨈	'𝨈	'∅			Tr≠UCA	'1DA08	'1DA08	'1DA08	'	16. NFKC_CF-None
'1DA09	'8.0	'Mn	'None	SIGNWRITING FACE DIRECTION POSITION NOSE UP OR DOWN TILTING	'𝨉	'𝨉	'𝨉	'∅			Tr≠UCA	'1DA09	'1DA09	'1DA09	'	16. NFKC_CF-None
'1DA0A	'8.0	'Mn	'None	SIGNWRITING EYEBROWS STRAIGHT UP	'𝨊	'𝨊	'𝨊	'∅			Tr≠UCA	'1DA0A	'1DA0A	'1DA0A	'	16. NFKC_CF-None
'1DA0B	'8.0	'Mn	'None	SIGNWRITING EYEBROWS STRAIGHT NEUTRAL	'𝨋	'𝨋	'𝨋	'∅			Tr≠UCA	'1DA0B	'1DA0B	'1DA0B	'	16. NFKC_CF-None
'1DA0C	'8.0	'Mn	'None	SIGNWRITING EYEBROWS STRAIGHT DOWN	'𝨌	'𝨌	'𝨌	'∅			Tr≠UCA	'1DA0C	'1DA0C	'1DA0C	'	16. NFKC_CF-None
'1DA0D	'8.0	'Mn	'None	SIGNWRITING DREAMY EYEBROWS NEUTRAL DOWN	'𝨍	'𝨍	'𝨍	'∅			Tr≠UCA	'1DA0D	'1DA0D	'1DA0D	'	16. NFKC_CF-None
'1DA0E	'8.0	'Mn	'None	SIGNWRITING DREAMY EYEBROWS DOWN NEUTRAL	'𝨎	'𝨎	'𝨎	'∅			Tr≠UCA	'1DA0E	'1DA0E	'1DA0E	'	16. NFKC_CF-None
'1DA0F	'8.0	'Mn	'None	SIGNWRITING DREAMY EYEBROWS UP NEUTRAL	'𝨏	'𝨏	'𝨏	'∅			Tr≠UCA	'1DA0F	'1DA0F	'1DA0F	'	16. NFKC_CF-None
'1DA10	'8.0	'Mn	'None	SIGNWRITING DREAMY EYEBROWS NEUTRAL UP	'𝨐	'𝨐	'𝨐	'∅			Tr≠UCA	'1DA10	'1DA10	'1DA10	'	16. NFKC_CF-None
'1DA11	'8.0	'Mn	'None	SIGNWRITING FOREHEAD NEUTRAL	'𝨑	'𝨑	'𝨑	'∅			Tr≠UCA	'1DA11	'1DA11	'1DA11	'	16. NFKC_CF-None
'1DA12	'8.0	'Mn	'None	SIGNWRITING FOREHEAD CONTACT	'𝨒	'𝨒	'𝨒	'∅			Tr≠UCA	'1DA12	'1DA12	'1DA12	'	16. NFKC_CF-None
'1DA13	'8.0	'Mn	'None	SIGNWRITING FOREHEAD WRINKLED	'𝨓	'𝨓	'𝨓	'∅			Tr≠UCA	'1DA13	'1DA13	'1DA13	'	16. NFKC_CF-None
'1DA14	'8.0	'Mn	'None	SIGNWRITING EYES OPEN	'𝨔	'𝨔	'𝨔	'∅			Tr≠UCA	'1DA14	'1DA14	'1DA14	'	16. NFKC_CF-None
'1DA15	'8.0	'Mn	'None	SIGNWRITING EYES SQUEEZED	'𝨕	'𝨕	'𝨕	'∅			Tr≠UCA	'1DA15	'1DA15	'1DA15	'	16. NFKC_CF-None
'1DA16	'8.0	'Mn	'None	SIGNWRITING EYES CLOSED	'𝨖	'𝨖	'𝨖	'∅			Tr≠UCA	'1DA16	'1DA16	'1DA16	'	16. NFKC_CF-None
'1DA17	'8.0	'Mn	'None	SIGNWRITING EYE BLINK SINGLE	'𝨗	'𝨗	'𝨗	'∅			Tr≠UCA	'1DA17	'1DA17	'1DA17	'	16. NFKC_CF-None
'1DA18	'8.0	'Mn	'None	SIGNWRITING EYE BLINK MULTIPLE	'𝨘	'𝨘	'𝨘	'∅			Tr≠UCA	'1DA18	'1DA18	'1DA18	'	16. NFKC_CF-None
'1DA19	'8.0	'Mn	'None	SIGNWRITING EYES HALF OPEN	'𝨙	'𝨙	'𝨙	'∅			Tr≠UCA	'1DA19	'1DA19	'1DA19	'	16. NFKC_CF-None
'1DA1A	'8.0	'Mn	'None	SIGNWRITING EYES WIDE OPEN	'𝨚	'𝨚	'𝨚	'∅			Tr≠UCA	'1DA1A	'1DA1A	'1DA1A	'	16. NFKC_CF-None
'1DA1B	'8.0	'Mn	'None	SIGNWRITING EYES HALF CLOSED	'𝨛	'𝨛	'𝨛	'∅			Tr≠UCA	'1DA1B	'1DA1B	'1DA1B	'	16. NFKC_CF-None
'1DA1C	'8.0	'Mn	'None	SIGNWRITING EYES WIDENING MOVEMENT	'𝨜	'𝨜	'𝨜	'∅			Tr≠UCA	'1DA1C	'1DA1C	'1DA1C	'	16. NFKC_CF-None
'1DA1D	'8.0	'Mn	'None	SIGNWRITING EYE WINK	'𝨝	'𝨝	'𝨝	'∅			Tr≠UCA	'1DA1D	'1DA1D	'1DA1D	'	16. NFKC_CF-None
'1DA1E	'8.0	'Mn	'None	SIGNWRITING EYELASHES UP	'𝨞	'𝨞	'𝨞	'∅			Tr≠UCA	'1DA1E	'1DA1E	'1DA1E	'	16. NFKC_CF-None
'1DA1F	'8.0	'Mn	'None	SIGNWRITING EYELASHES DOWN	'𝨟	'𝨟	'𝨟	'∅			Tr≠UCA	'1DA1F	'1DA1F	'1DA1F	'	16. NFKC_CF-None
'1DA20	'8.0	'Mn	'None	SIGNWRITING EYELASHES FLUTTERING	'𝨠	'𝨠	'𝨠	'∅			Tr≠UCA	'1DA20	'1DA20	'1DA20	'	16. NFKC_CF-None
'1DA21	'8.0	'Mn	'None	SIGNWRITING EYEGAZE-WALLPLANE STRAIGHT	'𝨡	'𝨡	'𝨡	'∅			Tr≠UCA	'1DA21	'1DA21	'1DA21	'	16. NFKC_CF-None
'1DA22	'8.0	'Mn	'None	SIGNWRITING EYEGAZE-WALLPLANE STRAIGHT DOUBLE	'𝨢	'𝨢	'𝨢	'∅			Tr≠UCA	'1DA22	'1DA22	'1DA22	'	16. NFKC_CF-None
'1DA23	'8.0	'Mn	'None	SIGNWRITING EYEGAZE-WALLPLANE STRAIGHT ALTERNATING	'𝨣	'𝨣	'𝨣	'∅			Tr≠UCA	'1DA23	'1DA23	'1DA23	'	16. NFKC_CF-None
'1DA24	'8.0	'Mn	'None	SIGNWRITING EYEGAZE-FLOORPLANE STRAIGHT	'𝨤	'𝨤	'𝨤	'∅			Tr≠UCA	'1DA24	'1DA24	'1DA24	'	16. NFKC_CF-None
'1DA25	'8.0	'Mn	'None	SIGNWRITING EYEGAZE-FLOORPLANE STRAIGHT DOUBLE	'𝨥	'𝨥	'𝨥	'∅			Tr≠UCA	'1DA25	'1DA25	'1DA25	'	16. NFKC_CF-None
'1DA26	'8.0	'Mn	'None	SIGNWRITING EYEGAZE-FLOORPLANE STRAIGHT ALTERNATING	'𝨦	'𝨦	'𝨦	'∅			Tr≠UCA	'1DA26	'1DA26	'1DA26	'	16. NFKC_CF-None
'1DA27	'8.0	'Mn	'None	SIGNWRITING EYEGAZE-WALLPLANE CURVED	'𝨧	'𝨧	'𝨧	'∅			Tr≠UCA	'1DA27	'1DA27	'1DA27	'	16. NFKC_CF-None
'1DA28	'8.0	'Mn	'None	SIGNWRITING EYEGAZE-FLOORPLANE CURVED	'𝨨	'𝨨	'𝨨	'∅			Tr≠UCA	'1DA28	'1DA28	'1DA28	'	16. NFKC_CF-None
'1DA29	'8.0	'Mn	'None	SIGNWRITING EYEGAZE-WALLPLANE CIRCLING	'𝨩	'𝨩	'𝨩	'∅			Tr≠UCA	'1DA29	'1DA29	'1DA29	'	16. NFKC_CF-None
'1DA2A	'8.0	'Mn	'None	SIGNWRITING CHEEKS PUFFED	'𝨪	'𝨪	'𝨪	'∅			Tr≠UCA	'1DA2A	'1DA2A	'1DA2A	'	16. NFKC_CF-None
'1DA2B	'8.0	'Mn	'None	SIGNWRITING CHEEKS NEUTRAL	'𝨫	'𝨫	'𝨫	'∅			Tr≠UCA	'1DA2B	'1DA2B	'1DA2B	'	16. NFKC_CF-None
'1DA2C	'8.0	'Mn	'None	SIGNWRITING CHEEKS SUCKED	'𝨬	'𝨬	'𝨬	'∅			Tr≠UCA	'1DA2C	'1DA2C	'1DA2C	'	16. NFKC_CF-None
'1DA2D	'8.0	'Mn	'None	SIGNWRITING TENSE CHEEKS HIGH	'𝨭	'𝨭	'𝨭	'∅			Tr≠UCA	'1DA2D	'1DA2D	'1DA2D	'	16. NFKC_CF-None
'1DA2E	'8.0	'Mn	'None	SIGNWRITING TENSE CHEEKS MIDDLE	'𝨮	'𝨮	'𝨮	'∅			Tr≠UCA	'1DA2E	'1DA2E	'1DA2E	'	16. NFKC_CF-None
'1DA2F	'8.0	'Mn	'None	SIGNWRITING TENSE CHEEKS LOW	'𝨯	'𝨯	'𝨯	'∅			Tr≠UCA	'1DA2F	'1DA2F	'1DA2F	'	16. NFKC_CF-None
'1DA30	'8.0	'Mn	'None	SIGNWRITING EARS	'𝨰	'𝨰	'𝨰	'∅			Tr≠UCA	'1DA30	'1DA30	'1DA30	'	16. NFKC_CF-None
'1DA31	'8.0	'Mn	'None	SIGNWRITING NOSE NEUTRAL	'𝨱	'𝨱	'𝨱	'∅			Tr≠UCA	'1DA31	'1DA31	'1DA31	'	16. NFKC_CF-None
'1DA32	'8.0	'Mn	'None	SIGNWRITING NOSE CONTACT	'𝨲	'𝨲	'𝨲	'∅			Tr≠UCA	'1DA32	'1DA32	'1DA32	'	16. NFKC_CF-None
'1DA33	'8.0	'Mn	'None	SIGNWRITING NOSE WRINKLES	'𝨳	'𝨳	'𝨳	'∅			Tr≠UCA	'1DA33	'1DA33	'1DA33	'	16. NFKC_CF-None
'1DA34	'8.0	'Mn	'None	SIGNWRITING NOSE WIGGLES	'𝨴	'𝨴	'𝨴	'∅			Tr≠UCA	'1DA34	'1DA34	'1DA34	'	16. NFKC_CF-None
'1DA35	'8.0	'Mn	'None	SIGNWRITING AIR BLOWING OUT	'𝨵	'𝨵	'𝨵	'∅			Tr≠UCA	'1DA35	'1DA35	'1DA35	'	16. NFKC_CF-None
'1DA36	'8.0	'Mn	'None	SIGNWRITING AIR SUCKING IN	'𝨶	'𝨶	'𝨶	'∅			Tr≠UCA	'1DA36	'1DA36	'1DA36	'	16. NFKC_CF-None
'1DA3B	'8.0	'Mn	'None	SIGNWRITING MOUTH CLOSED NEUTRAL	'𝨻	'𝨻	'𝨻	'∅			Tr≠UCA	'1DA3B	'1DA3B	'1DA3B	'	16. NFKC_CF-None
'1DA3C	'8.0	'Mn	'None	SIGNWRITING MOUTH CLOSED FORWARD	'𝨼	'𝨼	'𝨼	'∅			Tr≠UCA	'1DA3C	'1DA3C	'1DA3C	'	16. NFKC_CF-None
'1DA3D	'8.0	'Mn	'None	SIGNWRITING MOUTH CLOSED CONTACT	'𝨽	'𝨽	'𝨽	'∅			Tr≠UCA	'1DA3D	'1DA3D	'1DA3D	'	16. NFKC_CF-None
'1DA3E	'8.0	'Mn	'None	SIGNWRITING MOUTH SMILE	'𝨾	'𝨾	'𝨾	'∅			Tr≠UCA	'1DA3E	'1DA3E	'1DA3E	'	16. NFKC_CF-None
'1DA3F	'8.0	'Mn	'None	SIGNWRITING MOUTH SMILE WRINKLED	'𝨿	'𝨿	'𝨿	'∅			Tr≠UCA	'1DA3F	'1DA3F	'1DA3F	'	16. NFKC_CF-None
'1DA40	'8.0	'Mn	'None	SIGNWRITING MOUTH SMILE OPEN	'𝩀	'𝩀	'𝩀	'∅			Tr≠UCA	'1DA40	'1DA40	'1DA40	'	16. NFKC_CF-None
'1DA41	'8.0	'Mn	'None	SIGNWRITING MOUTH FROWN	'𝩁	'𝩁	'𝩁	'∅			Tr≠UCA	'1DA41	'1DA41	'1DA41	'	16. NFKC_CF-None
'1DA42	'8.0	'Mn	'None	SIGNWRITING MOUTH FROWN WRINKLED	'𝩂	'𝩂	'𝩂	'∅			Tr≠UCA	'1DA42	'1DA42	'1DA42	'	16. NFKC_CF-None
