#Code	Age	GC	DT	Name	N4M	Trial	NFKCCF	UCA	Δ	Δ	Δ	N4M Hex	Trial Hex	NFKCCF Hex	UCA Hex	Trial Reasons
'1680	'3.0	'Zs	'None	OGHAM SPACE MARK	' 	' 	' 	' 			Tr≠UCA	'1680	'1680	'1680	'0020	16. NFKC_CF-None
'19D9	'4.1	'Nd	'None	NEW TAI LUE DIGIT NINE	'᧙	'᧙	'᧙	'9			Tr≠UCA	'19D9	'19D9	'19D9	'0039	16. NFKC_CF-None
'1A80	'5.2	'Nd	'None	TAI THAM HORA DIGIT ZERO	'᪀	'᪀	'᪀	'0			Tr≠UCA	'1A80	'1A80	'1A80	'0030	16. NFKC_CF-None
'1A81	'5.2	'Nd	'None	TAI THAM HORA DIGIT ONE	'᪁	'᪁	'᪁	'1			Tr≠UCA	'1A81	'1A81	'1A81	'0031	16. NFKC_CF-None
'1A82	'5.2	'Nd	'None	TAI THAM HORA DIGIT TWO	'᪂	'᪂	'᪂	'2			Tr≠UCA	'1A82	'1A82	'1A82	'0032	16. NFKC_CF-None
'1A83	'5.2	'Nd	'None	TAI THAM HORA DIGIT THREE	'᪃	'᪃	'᪃	'3			Tr≠UCA	'1A83	'1A83	'1A83	'0033	16. NFKC_CF-None
'1A84	'5.2	'Nd	'None	TAI THAM HORA DIGIT FOUR	'᪄	'᪄	'᪄	'4			Tr≠UCA	'1A84	'1A84	'1A84	'0034	16. NFKC_CF-None
'1A85	'5.2	'Nd	'None	TAI THAM HORA DIGIT FIVE	'᪅	'᪅	'᪅	'5			Tr≠UCA	'1A85	'1A85	'1A85	'0035	16. NFKC_CF-None
'1A86	'5.2	'Nd	'None	TAI THAM HORA DIGIT SIX	'᪆	'᪆	'᪆	'6			Tr≠UCA	'1A86	'1A86	'1A86	'0036	16. NFKC_CF-None
'1A87	'5.2	'Nd	'None	TAI THAM HORA DIGIT SEVEN	'᪇	'᪇	'᪇	'7			Tr≠UCA	'1A87	'1A87	'1A87	'0037	16. NFKC_CF-None
'1A88	'5.2	'Nd	'None	TAI THAM HORA DIGIT EIGHT	'᪈	'᪈	'᪈	'8			Tr≠UCA	'1A88	'1A88	'1A88	'0038	16. NFKC_CF-None
'1A89	'5.2	'Nd	'None	TAI THAM HORA DIGIT NINE	'᪉	'᪉	'᪉	'9			Tr≠UCA	'1A89	'1A89	'1A89	'0039	16. NFKC_CF-None
'1A90	'5.2	'Nd	'None	TAI THAM THAM DIGIT ZERO	'᪐	'᪐	'᪐	'0			Tr≠UCA	'1A90	'1A90	'1A90	'0030	16. NFKC_CF-None
'1A91	'5.2	'Nd	'None	TAI THAM THAM DIGIT ONE	'᪑	'᪑	'᪑	'1			Tr≠UCA	'1A91	'1A91	'1A91	'0031	16. NFKC_CF-None
'1A92	'5.2	'Nd	'None	TAI THAM THAM DIGIT TWO	'᪒	'᪒	'᪒	'2			Tr≠UCA	'1A92	'1A92	'1A92	'0032	16. NFKC_CF-None
'1A93	'5.2	'Nd	'None	TAI THAM THAM DIGIT THREE	'᪓	'᪓	'᪓	'3			Tr≠UCA	'1A93	'1A93	'1A93	'0033	16. NFKC_CF-None
'1A94	'5.2	'Nd	'None	TAI THAM THAM DIGIT FOUR	'᪔	'᪔	'᪔	'4			Tr≠UCA	'1A94	'1A94	'1A94	'0034	16. NFKC_CF-None
'1A95	'5.2	'Nd	'None	TAI THAM THAM DIGIT FIVE	'᪕	'᪕	'᪕	'5			Tr≠UCA	'1A95	'1A95	'1A95	'0035	16. NFKC_CF-None
'1A96	'5.2	'Nd	'None	TAI THAM THAM DIGIT SIX	'᪖	'᪖	'᪖	'6			Tr≠UCA	'1A96	'1A96	'1A96	'0036	16. NFKC_CF-None
'1A97	'5.2	'Nd	'None	TAI THAM THAM DIGIT SEVEN	'᪗	'᪗	'᪗	'7			Tr≠UCA	'1A97	'1A97	'1A97	'0037	16. NFKC_CF-None
'1A98	'5.2	'Nd	'None	TAI THAM THAM DIGIT EIGHT	'᪘	'᪘	'᪘	'8			Tr≠UCA	'1A98	'1A98	'1A98	'0038	16. NFKC_CF-None
'1A99	'5.2	'Nd	'None	TAI THAM THAM DIGIT NINE	'᪙	'᪙	'᪙	'9			Tr≠UCA	'1A99	'1A99	'1A99	'0039	16. NFKC_CF-None
'1B50	'5.0	'Nd	'None	BALINESE DIGIT ZERO	'᭐	'᭐	'᭐	'0			Tr≠UCA	'1B50	'1B50	'1B50	'0030	16. NFKC_CF-None
'1B51	'5.0	'Nd	'None	BALINESE DIGIT ONE	'᭑	'᭑	'᭑	'1			Tr≠UCA	'1B51	'1B51	'1B51	'0031	16. NFKC_CF-None
'1B52	'5.0	'Nd	'None	BALINESE DIGIT TWO	'᭒	'᭒	'᭒	'2			Tr≠UCA	'1B52	'1B52	'1B52	'0032	16. NFKC_CF-None
'1B53	'5.0	'Nd	'None	BALINESE DIGIT THREE	'᭓	'᭓	'᭓	'3			Tr≠UCA	'1B53	'1B53	'1B53	'0033	16. NFKC_CF-None
'1B54	'5.0	'Nd	'None	BALINESE DIGIT FOUR	'᭔	'᭔	'᭔	'4			Tr≠UCA	'1B54	'1B54	'1B54	'0034	16. NFKC_CF-None
'1B55	'5.0	'Nd	'None	BALINESE DIGIT FIVE	'᭕	'᭕	'᭕	'5			Tr≠UCA	'1B55	'1B55	'1B55	'0035	16. NFKC_CF-None
'1B56	'5.0	'Nd	'None	BALINESE DIGIT SIX	'᭖	'᭖	'᭖	'6			Tr≠UCA	'1B56	'1B56	'1B56	'0036	16. NFKC_CF-None
'1B57	'5.0	'Nd	'None	BALINESE DIGIT SEVEN	'᭗	'᭗	'᭗	'7			Tr≠UCA	'1B57	'1B57	'1B57	'0037	16. NFKC_CF-None
'1B58	'5.0	'Nd	'None	BALINESE DIGIT EIGHT	'᭘	'᭘	'᭘	'8			Tr≠UCA	'1B58	'1B58	'1B58	'0038	16. NFKC_CF-None
'1B59	'5.0	'Nd	'None	BALINESE DIGIT NINE	'᭙	'᭙	'᭙	'9			Tr≠UCA	'1B59	'1B59	'1B59	'0039	16. NFKC_CF-None
'1BB0	'5.1	'Nd	'None	SUNDANESE DIGIT ZERO	'᮰	'᮰	'᮰	'0			Tr≠UCA	'1BB0	'1BB0	'1BB0	'0030	16. NFKC_CF-None
'1BB1	'5.1	'Nd	'None	SUNDANESE DIGIT ONE	'᮱	'᮱	'᮱	'1			Tr≠UCA	'1BB1	'1BB1	'1BB1	'0031	16. NFKC_CF-None
'1BB2	'5.1	'Nd	'None	SUNDANESE DIGIT TWO	'᮲	'᮲	'᮲	'2			Tr≠UCA	'1BB2	'1BB2	'1BB2	'0032	16. NFKC_CF-None
'1BB3	'5.1	'Nd	'None	SUNDANESE DIGIT THREE	'᮳	'᮳	'᮳	'3			Tr≠UCA	'1BB3	'1BB3	'1BB3	'0033	16. NFKC_CF-None
'1BB4	'5.1	'Nd	'None	SUNDANESE DIGIT FOUR	'᮴	'᮴	'᮴	'4			Tr≠UCA	'1BB4	'1BB4	'1BB4	'0034	16. NFKC_CF-None
'1BB5	'5.1	'Nd	'None	SUNDANESE DIGIT FIVE	'᮵	'᮵	'᮵	'5			Tr≠UCA	'1BB5	'1BB5	'1BB5	'0035	16. NFKC_CF-None
'1BB6	'5.1	'Nd	'None	SUNDANESE DIGIT SIX	'᮶	'᮶	'᮶	'6			Tr≠UCA	'1BB6	'1BB6	'1BB6	'0036	16. NFKC_CF-None
'1BB7	'5.1	'Nd	'None	SUNDANESE DIGIT SEVEN	'᮷	'᮷	'᮷	'7			Tr≠UCA	'1BB7	'1BB7	'1BB7	'0037	16. NFKC_CF-None
'1BB8	'5.1	'Nd	'None	SUNDANESE DIGIT EIGHT	'᮸	'᮸	'᮸	'8			Tr≠UCA	'1BB8	'1BB8	'1BB8	'0038	16. NFKC_CF-None
'1BB9	'5.1	'Nd	'None	SUNDANESE DIGIT NINE	'᮹	'᮹	'᮹	'9			Tr≠UCA	'1BB9	'1BB9	'1BB9	'0039	16. NFKC_CF-None
'1C40	'5.1	'Nd	'None	LEPCHA DIGIT ZERO	'᱀	'᱀	'᱀	'0			Tr≠UCA	'1C40	'1C40	'1C40	'0030	16. NFKC_CF-None
'1C41	'5.1	'Nd	'None	LEPCHA DIGIT ONE	'᱁	'᱁	'᱁	'1			Tr≠UCA	'1C41	'1C41	'1C41	'0031	16. NFKC_CF-None
'1C42	'5.1	'Nd	'None	LEPCHA DIGIT TWO	'᱂	'᱂	'᱂	'2			Tr≠UCA	'1C42	'1C42	'1C42	'0032	16. NFKC_CF-None
'1C43	'5.1	'Nd	'None	LEPCHA DIGIT THREE	'᱃	'᱃	'᱃	'3			Tr≠UCA	'1C43	'1C43	'1C43	'0033	16. NFKC_CF-None
'1C44	'5.1	'Nd	'None	LEPCHA DIGIT FOUR	'᱄	'᱄	'᱄	'4			Tr≠UCA	'1C44	'1C44	'1C44	'0034	16. NFKC_CF-None
'1C45	'5.1	'Nd	'None	LEPCHA DIGIT FIVE	'᱅	'᱅	'᱅	'5			Tr≠UCA	'1C45	'1C45	'1C45	'0035	16. NFKC_CF-None
'1C46	'5.1	'Nd	'None	LEPCHA DIGIT SIX	'᱆	'᱆	'᱆	'6			Tr≠UCA	'1C46	'1C46	'1C46	'0036	16. NFKC_CF-None
'1C47	'5.1	'Nd	'None	LEPCHA DIGIT SEVEN	'᱇	'᱇	'᱇	'7			Tr≠UCA	'1C47	'1C47	'1C47	'0037	16. NFKC_CF-None
'1C48	'5.1	'Nd	'None	LEPCHA DIGIT EIGHT	'᱈	'᱈	'᱈	'8			Tr≠UCA	'1C48	'1C48	'1C48	'0038	16. NFKC_CF-None
'1C49	'5.1	'Nd	'None	LEPCHA DIGIT NINE	'᱉	'᱉	'᱉	'9			Tr≠UCA	'1C49	'1C49	'1C49	'0039	16. NFKC_CF-None
'1C50	'5.1	'Nd	'None	OL CHIKI DIGIT ZERO	'᱐	'᱐	'᱐	'0			Tr≠UCA	'1C50	'1C50	'1C50	'0030	16. NFKC_CF-None
'1C51	'5.1	'Nd	'None	OL CHIKI DIGIT ONE	'᱑	'᱑	'᱑	'1			Tr≠UCA	'1C51	'1C51	'1C51	'0031	16. NFKC_CF-None
'1C52	'5.1	'Nd	'None	OL CHIKI DIGIT TWO	'᱒	'᱒	'᱒	'2			Tr≠UCA	'1C52	'1C52	'1C52	'0032	16. NFKC_CF-None
'1C53	'5.1	'Nd	'None	OL CHIKI DIGIT THREE	'᱓	'᱓	'᱓	'3			Tr≠UCA	'1C53	'1C53	'1C53	'0033	16. NFKC_CF-None
'1C54	'5.1	'Nd	'None	OL CHIKI DIGIT FOUR	'᱔	'᱔	'᱔	'4			Tr≠UCA	'1C54	'1C54	'1C54	'0034	16. NFKC_CF-None
'1C55	'5.1	'Nd	'None	OL CHIKI DIGIT FIVE	'᱕	'᱕	'᱕	'5			Tr≠UCA	'1C55	'1C55	'1C55	'0035	16. NFKC_CF-None
'1C56	'5.1	'Nd	'None	OL CHIKI DIGIT SIX	'᱖	'᱖	'᱖	'6			Tr≠UCA	'1C56	'1C56	'1C56	'0036	16. NFKC_CF-None
'1C57	'5.1	'Nd	'None	OL CHIKI DIGIT SEVEN	'᱗	'᱗	'᱗	'7			Tr≠UCA	'1C57	'1C57	'1C57	'0037	16. NFKC_CF-None
'1C58	'5.1	'Nd	'None	OL CHIKI DIGIT EIGHT	'᱘	'᱘	'᱘	'8			Tr≠UCA	'1C58	'1C58	'1C58	'0038	16. NFKC_CF-None
'1C59	'5.1	'Nd	'None	OL CHIKI DIGIT NINE	'᱙	'᱙	'᱙	'9			Tr≠UCA	'1C59	'1C59	'1C59	'0039	16. NFKC_CF-None
'A620	'5.1	'Nd	'None	VAI DIGIT ZERO	'꘠	'꘠	'꘠	'0			Tr≠UCA	'A620	'A620	'A620	'0030	16. NFKC_CF-None
'A621	'5.1	'Nd	'None	VAI DIGIT ONE	'꘡	'꘡	'꘡	'1			Tr≠UCA	'A621	'A621	'A621	'0031	16. NFKC_CF-None
'A622	'5.1	'Nd	'None	VAI DIGIT TWO	'꘢	'꘢	'꘢	'2			Tr≠UCA	'A622	'A622	'A622	'0032	16. NFKC_CF-None
'A623	'5.1	'Nd	'None	VAI DIGIT THREE	'꘣	'꘣	'꘣	'3			Tr≠UCA	'A623	'A623	'A623	'0033	16. NFKC_CF-None
'A624	'5.1	'Nd	'None	VAI DIGIT FOUR	'꘤	'꘤	'꘤	'4			Tr≠UCA	'A624	'A624	'A624	'0034	16. NFKC_CF-None
'A625	'5.1	'Nd	'None	VAI DIGIT FIVE	'꘥	'꘥	'꘥	'5			Tr≠UCA	'A625	'A625	'A625	'0035	16. NFKC_CF-None
'A626	'5.1	'Nd	'None	VAI DIGIT SIX	'꘦	'꘦	'꘦	'6			Tr≠UCA	'A626	'A626	'A626	'0036	16. NFKC_CF-None
'A627	'5.1	'Nd	'None	VAI DIGIT SEVEN	'꘧	'꘧	'꘧	'7			Tr≠UCA	'A627	'A627	'A627	'0037	16. NFKC_CF-None
'A628	'5.1	'Nd	'None	VAI DIGIT EIGHT	'꘨	'꘨	'꘨	'8			Tr≠UCA	'A628	'A628	'A628	'0038	16. NFKC_CF-None
'A629	'5.1	'Nd	'None	VAI DIGIT NINE	'꘩	'꘩	'꘩	'9			Tr≠UCA	'A629	'A629	'A629	'0039	16. NFKC_CF-None
'A8D0	'5.1	'Nd	'None	SAURASHTRA DIGIT ZERO	'꣐	'꣐	'꣐	'0			Tr≠UCA	'A8D0	'A8D0	'A8D0	'0030	16. NFKC_CF-None
'A8D1	'5.1	'Nd	'None	SAURASHTRA DIGIT ONE	'꣑	'꣑	'꣑	'1			Tr≠UCA	'A8D1	'A8D1	'A8D1	'0031	16. NFKC_CF-None
'A8D2	'5.1	'Nd	'None	SAURASHTRA DIGIT TWO	'꣒	'꣒	'꣒	'2			Tr≠UCA	'A8D2	'A8D2	'A8D2	'0032	16. NFKC_CF-None
'A8D3	'5.1	'Nd	'None	SAURASHTRA DIGIT THREE	'꣓	'꣓	'꣓	'3			Tr≠UCA	'A8D3	'A8D3	'A8D3	'0033	16. NFKC_CF-None
'A8D4	'5.1	'Nd	'None	SAURASHTRA DIGIT FOUR	'꣔	'꣔	'꣔	'4			Tr≠UCA	'A8D4	'A8D4	'A8D4	'0034	16. NFKC_CF-None
'A8D5	'5.1	'Nd	'None	SAURASHTRA DIGIT FIVE	'꣕	'꣕	'꣕	'5			Tr≠UCA	'A8D5	'A8D5	'A8D5	'0035	16. NFKC_CF-None
'A8D6	'5.1	'Nd	'None	SAURASHTRA DIGIT SIX	'꣖	'꣖	'꣖	'6			Tr≠UCA	'A8D6	'A8D6	'A8D6	'0036	16. NFKC_CF-None
'A8D7	'5.1	'Nd	'None	SAURASHTRA DIGIT SEVEN	'꣗	'꣗	'꣗	'7			Tr≠UCA	'A8D7	'A8D7	'A8D7	'0037	16. NFKC_CF-None
'A8D8	'5.1	'Nd	'None	SAURASHTRA DIGIT EIGHT	'꣘	'꣘	'꣘	'8			Tr≠UCA	'A8D8	'A8D8	'A8D8	'0038	16. NFKC_CF-None
'A8D9	'5.1	'Nd	'None	SAURASHTRA DIGIT NINE	'꣙	'꣙	'꣙	'9			Tr≠UCA	'A8D9	'A8D9	'A8D9	'0039	16. NFKC_CF-None
'A900	'5.1	'Nd	'None	KAYAH LI DIGIT ZERO	'꤀	'꤀	'꤀	'0			Tr≠UCA	'A900	'A900	'A900	'0030	16. NFKC_CF-None
'A901	'5.1	'Nd	'None	KAYAH LI DIGIT ONE	'꤁	'꤁	'꤁	'1			Tr≠UCA	'A901	'A901	'A901	'0031	16. NFKC_CF-None
'A902	'5.1	'Nd	'None	KAYAH LI DIGIT TWO	'꤂	'꤂	'꤂	'2			Tr≠UCA	'A902	'A902	'A902	'0032	16. NFKC_CF-None
'A903	'5.1	'Nd	'None	KAYAH LI DIGIT THREE	'꤃	'꤃	'꤃	'3			Tr≠UCA	'A903	'A903	'A903	'0033	16. NFKC_CF-None
'A904	'5.1	'Nd	'None	KAYAH LI DIGIT FOUR	'꤄	'꤄	'꤄	'4			Tr≠UCA	'A904	'A904	'A904	'0034	16. NFKC_CF-None
'A905	'5.1	'Nd	'None	KAYAH LI DIGIT FIVE	'꤅	'꤅	'꤅	'5			Tr≠UCA	'A905	'A905	'A905	'0035	16. NFKC_CF-None
'A906	'5.1	'Nd	'None	KAYAH LI DIGIT SIX	'꤆	'꤆	'꤆	'6			Tr≠UCA	'A906	'A906	'A906	'0036	16. NFKC_CF-None
'A907	'5.1	'Nd	'None	KAYAH LI DIGIT SEVEN	'꤇	'꤇	'꤇	'7			Tr≠UCA	'A907	'A907	'A907	'0037	16. NFKC_CF-None
'A908	'5.1	'Nd	'None	KAYAH LI DIGIT EIGHT	'꤈	'꤈	'꤈	'8			Tr≠UCA	'A908	'A908	'A908	'0038	16. NFKC_CF-None
'A909	'5.1	'Nd	'None	KAYAH LI DIGIT NINE	'꤉	'꤉	'꤉	'9			Tr≠UCA	'A909	'A909	'A909	'0039	16. NFKC_CF-None
'A9D0	'5.2	'Nd	'None	JAVANESE DIGIT ZERO	'꧐	'꧐	'꧐	'0			Tr≠UCA	'A9D0	'A9D0	'A9D0	'0030	16. NFKC_CF-None
'A9D1	'5.2	'Nd	'None	JAVANESE DIGIT ONE	'꧑	'꧑	'꧑	'1			Tr≠UCA	'A9D1	'A9D1	'A9D1	'0031	16. NFKC_CF-None
'A9D2	'5.2	'Nd	'None	JAVANESE DIGIT TWO	'꧒	'꧒	'꧒	'2			Tr≠UCA	'A9D2	'A9D2	'A9D2	'0032	16. NFKC_CF-None
'A9D3	'5.2	'Nd	'None	JAVANESE DIGIT THREE	'꧓	'꧓	'꧓	'3			Tr≠UCA	'A9D3	'A9D3	'A9D3	'0033	16. NFKC_CF-None
'A9D4	'5.2	'Nd	'None	JAVANESE DIGIT FOUR	'꧔	'꧔	'꧔	'4			Tr≠UCA	'A9D4	'A9D4	'A9D4	'0034	16. NFKC_CF-None
'A9D5	'5.2	'Nd	'None	JAVANESE DIGIT FIVE	'꧕	'꧕	'꧕	'5			Tr≠UCA	'A9D5	'A9D5	'A9D5	'0035	16. NFKC_CF-None
'A9D6	'5.2	'Nd	'None	JAVANESE DIGIT SIX	'꧖	'꧖	'꧖	'6			Tr≠UCA	'A9D6	'A9D6	'A9D6	'0036	16. NFKC_CF-None
'A9D7	'5.2	'Nd	'None	JAVANESE DIGIT SEVEN	'꧗	'꧗	'꧗	'7			Tr≠UCA	'A9D7	'A9D7	'A9D7	'0037	16. NFKC_CF-None
'A9D8	'5.2	'Nd	'None	JAVANESE DIGIT EIGHT	'꧘	'꧘	'꧘	'8			Tr≠UCA	'A9D8	'A9D8	'A9D8	'0038	16. NFKC_CF-None
'A9D9	'5.2	'Nd	'None	JAVANESE DIGIT NINE	'꧙	'꧙	'꧙	'9			Tr≠UCA	'A9D9	'A9D9	'A9D9	'0039	16. NFKC_CF-None
'A9F0	'7.0	'Nd	'None	MYANMAR TAI LAING DIGIT ZERO	'꧰	'꧰	'꧰	'0			Tr≠UCA	'A9F0	'A9F0	'A9F0	'0030	16. NFKC_CF-None
'A9F1	'7.0	'Nd	'None	MYANMAR TAI LAING DIGIT ONE	'꧱	'꧱	'꧱	'1			Tr≠UCA	'A9F1	'A9F1	'A9F1	'0031	16. NFKC_CF-None
'A9F2	'7.0	'Nd	'None	MYANMAR TAI LAING DIGIT TWO	'꧲	'꧲	'꧲	'2			Tr≠UCA	'A9F2	'A9F2	'A9F2	'0032	16. NFKC_CF-None
'A9F3	'7.0	'Nd	'None	MYANMAR TAI LAING DIGIT THREE	'꧳	'꧳	'꧳	'3			Tr≠UCA	'A9F3	'A9F3	'A9F3	'0033	16. NFKC_CF-None
'A9F4	'7.0	'Nd	'None	MYANMAR TAI LAING DIGIT FOUR	'꧴	'꧴	'꧴	'4			Tr≠UCA	'A9F4	'A9F4	'A9F4	'0034	16. NFKC_CF-None
'A9F5	'7.0	'Nd	'None	MYANMAR TAI LAING DIGIT FIVE	'꧵	'꧵	'꧵	'5			Tr≠UCA	'A9F5	'A9F5	'A9F5	'0035	16. NFKC_CF-None
'A9F6	'7.0	'Nd	'None	MYANMAR TAI LAING DIGIT SIX	'꧶	'꧶	'꧶	'6			Tr≠UCA	'A9F6	'A9F6	'A9F6	'0036	16. NFKC_CF-None
'A9F7	'7.0	'Nd	'None	MYANMAR TAI LAING DIGIT SEVEN	'꧷	'꧷	'꧷	'7			Tr≠UCA	'A9F7	'A9F7	'A9F7	'0037	16. NFKC_CF-None
'A9F8	'7.0	'Nd	'None	MYANMAR TAI LAING DIGIT EIGHT	'꧸	'꧸	'꧸	'8			Tr≠UCA	'A9F8	'A9F8	'A9F8	'0038	16. NFKC_CF-None
'A9F9	'7.0	'Nd	'None	MYANMAR TAI LAING DIGIT NINE	'꧹	'꧹	'꧹	'9			Tr≠UCA	'A9F9	'A9F9	'A9F9	'0039	16. NFKC_CF-None
'AA50	'5.1	'Nd	'None	CHAM DIGIT ZERO	'꩐	'꩐	'꩐	'0			Tr≠UCA	'AA50	'AA50	'AA50	'0030	16. NFKC_CF-None
'AA51	'5.1	'Nd	'None	CHAM DIGIT ONE	'꩑	'꩑	'꩑	'1			Tr≠UCA	'AA51	'AA51	'AA51	'0031	16. NFKC_CF-None
'AA52	'5.1	'Nd	'None	CHAM DIGIT TWO	'꩒	'꩒	'꩒	'2			Tr≠UCA	'AA52	'AA52	'AA52	'0032	16. NFKC_CF-None
'AA53	'5.1	'Nd	'None	CHAM DIGIT THREE	'꩓	'꩓	'꩓	'3			Tr≠UCA	'AA53	'AA53	'AA53	'0033	16. NFKC_CF-None
'AA54	'5.1	'Nd	'None	CHAM DIGIT FOUR	'꩔	'꩔	'꩔	'4			Tr≠UCA	'AA54	'AA54	'AA54	'0034	16. NFKC_CF-None
'AA55	'5.1	'Nd	'None	CHAM DIGIT FIVE	'꩕	'꩕	'꩕	'5			Tr≠UCA	'AA55	'AA55	'AA55	'0035	16. NFKC_CF-None
'AA56	'5.1	'Nd	'None	CHAM DIGIT SIX	'꩖	'꩖	'꩖	'6			Tr≠UCA	'AA56	'AA56	'AA56	'0036	16. NFKC_CF-None
'AA57	'5.1	'Nd	'None	CHAM DIGIT SEVEN	'꩗	'꩗	'꩗	'7			Tr≠UCA	'AA57	'AA57	'AA57	'0037	16. NFKC_CF-None
'AA58	'5.1	'Nd	'None	CHAM DIGIT EIGHT	'꩘	'꩘	'꩘	'8			Tr≠UCA	'AA58	'AA58	'AA58	'0038	16. NFKC_CF-None
'AA59	'5.1	'Nd	'None	CHAM DIGIT NINE	'꩙	'꩙	'꩙	'9			Tr≠UCA	'AA59	'AA59	'AA59	'0039	16. NFKC_CF-None
'ABF0	'5.2	'Nd	'None	MEETEI MAYEK DIGIT ZERO	'꯰	'꯰	'꯰	'0			Tr≠UCA	'ABF0	'ABF0	'ABF0	'0030	16. NFKC_CF-None
'ABF1	'5.2	'Nd	'None	MEETEI MAYEK DIGIT ONE	'꯱	'꯱	'꯱	'1			Tr≠UCA	'ABF1	'ABF1	'ABF1	'0031	16. NFKC_CF-None
'ABF2	'5.2	'Nd	'None	MEETEI MAYEK DIGIT TWO	'꯲	'꯲	'꯲	'2			Tr≠UCA	'ABF2	'ABF2	'ABF2	'0032	16. NFKC_CF-None
'ABF3	'5.2	'Nd	'None	MEETEI MAYEK DIGIT THREE	'꯳	'꯳	'꯳	'3			Tr≠UCA	'ABF3	'ABF3	'ABF3	'0033	16. NFKC_CF-None
'ABF4	'5.2	'Nd	'None	MEETEI MAYEK DIGIT FOUR	'꯴	'꯴	'꯴	'4			Tr≠UCA	'ABF4	'ABF4	'ABF4	'0034	16. NFKC_CF-None
'ABF5	'5.2	'Nd	'None	MEETEI MAYEK DIGIT FIVE	'꯵	'꯵	'꯵	'5			Tr≠UCA	'ABF5	'ABF5	'ABF5	'0035	16. NFKC_CF-None
'ABF6	'5.2	'Nd	'None	MEETEI MAYEK DIGIT SIX	'꯶	'꯶	'꯶	'6			Tr≠UCA	'ABF6	'ABF6	'ABF6	'0036	16. NFKC_CF-None
'ABF7	'5.2	'Nd	'None	MEETEI MAYEK DIGIT SEVEN	'꯷	'꯷	'꯷	'7			Tr≠UCA	'ABF7	'ABF7	'ABF7	'0037	16. NFKC_CF-None
'ABF8	'5.2	'Nd	'None	MEETEI MAYEK DIGIT EIGHT	'꯸	'꯸	'꯸	'8			Tr≠UCA	'ABF8	'ABF8	'ABF8	'0038	16. NFKC_CF-None
'ABF9	'5.2	'Nd	'None	MEETEI MAYEK DIGIT NINE	'꯹	'꯹	'꯹	'9			Tr≠UCA	'ABF9	'ABF9	'ABF9	'0039	16. NFKC_CF-None
'030E	'1.1	'Mn	'None	COMBINING DOUBLE VERTICAL LINE ABOVE	'̎	'̎	'̎	'̍			Tr≠UCA	'030E	'030E	'030E	'030D	16. NFKC_CF-None
'0312	'1.1	'Mn	'None	COMBINING TURNED COMMA ABOVE	'̒	'̒	'̒	'̍			Tr≠UCA	'0312	'0312	'0312	'030D	16. NFKC_CF-None
'0315	'1.1	'Mn	'None	COMBINING COMMA ABOVE RIGHT	'̕	'̕	'̕	'̍			Tr≠UCA	'0315	'0315	'0315	'030D	16. NFKC_CF-None
'0317	'1.1	'Mn	'None	COMBINING ACUTE ACCENT BELOW	'̗	'̗	'̗	'̖			Tr≠UCA	'0317	'0317	'0317	'0316	16. NFKC_CF-None
'0318	'1.1	'Mn	'None	COMBINING LEFT TACK BELOW	'̘	'̘	'̘	'̖			Tr≠UCA	'0318	'0318	'0318	'0316	16. NFKC_CF-None
'0319	'1.1	'Mn	'None	COMBINING RIGHT TACK BELOW	'̙	'̙	'̙	'̖			Tr≠UCA	'0319	'0319	'0319	'0316	16. NFKC_CF-None
'031A	'1.1	'Mn	'None	COMBINING LEFT ANGLE ABOVE	'̚	'̚	'̚	'̍			Tr≠UCA	'031A	'031A	'031A	'030D	16. NFKC_CF-None
'031C	'1.1	'Mn	'None	COMBINING LEFT HALF RING BELOW	'̜	'̜	'̜	'̖			Tr≠UCA	'031C	'031C	'031C	'0316	16. NFKC_CF-None
'031D	'1.1	'Mn	'None	COMBINING UP TACK BELOW	'̝	'̝	'̝	'̖			Tr≠UCA	'031D	'031D	'031D	'0316	16. NFKC_CF-None
'031E	'1.1	'Mn	'None	COMBINING DOWN TACK BELOW	'̞	'̞	'̞	'̖			Tr≠UCA	'031E	'031E	'031E	'0316	16. NFKC_CF-None
'031F	'1.1	'Mn	'None	COMBINING PLUS SIGN BELOW	'̟	'̟	'̟	'̖			Tr≠UCA	'031F	'031F	'031F	'0316	16. NFKC_CF-None
'0320	'1.1	'Mn	'None	COMBINING MINUS SIGN BELOW	'̠	'̠	'̠	'̖			Tr≠UCA	'0320	'0320	'0320	'0316	16. NFKC_CF-None
'0329	'1.1	'Mn	'None	COMBINING VERTICAL LINE BELOW	'̩	'̩	'̩	'̖			Tr≠UCA	'0329	'0329	'0329	'0316	16. NFKC_CF-None
'032A	'1.1	'Mn	'None	COMBINING BRIDGE BELOW	'̪	'̪	'̪	'̖			Tr≠UCA	'032A	'032A	'032A	'0316	16. NFKC_CF-None
'032B	'1.1	'Mn	'None	COMBINING INVERTED DOUBLE ARCH BELOW	'̫	'̫	'̫	'̖			Tr≠UCA	'032B	'032B	'032B	'0316	16. NFKC_CF-None
'032C	'1.1	'Mn	'None	COMBINING CARON BELOW	'̬	'̬	'̬	'̖			Tr≠UCA	'032C	'032C	'032C	'0316	16. NFKC_CF-None
'032F	'1.1	'Mn	'None	COMBINING INVERTED BREVE BELOW	'̯	'̯	'̯	'̖			Tr≠UCA	'032F	'032F	'032F	'0316	16. NFKC_CF-None
