# Security Profile for General Identifiers
# File: xidmodifications.txt
# Version: 2.1
# Generated: 2010-04-13, 01:33:09 GMT
# Checkin: $Revision: 1.29 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
#  All code points not explicitly listed 
#  have the values: restricted; not-chars
# @missing: 0000..10FFFF; restricted ; not-chars


#	Status/Type:	allowed ; inclusion

002D..002E    ; allowed ; inclusion            #  [2] (-...)  HYPHEN-MINUS..FULL STOP
AAB9  ; restricted ; limited-use       # (ꪹ)  TAI VIET VOWEL UEA
AABA  ; restricted ; limited-use       # (ꪺ)  TAI VIET VOWEL UA
AABB  ; restricted ; limited-use       # (ꪻ)  TAI VIET VOWEL AUE
AABC  ; restricted ; limited-use       # (ꪼ)  TAI VIET VOWEL AY
AABD  ; restricted ; limited-use       # (ꪽ)  TAI VIET VOWEL AN
AABE  ; restricted ; limited-use       # (ꪾ)  TAI VIET VOWEL AM
AABF  ; restricted ; limited-use       # (꪿)  TAI VIET TONE MAI EK
AAC0  ; restricted ; limited-use       # (ꫀ)  TAI VIET TONE MAI NUENG
AAC1  ; restricted ; limited-use       # (꫁)  TAI VIET TONE MAI THO
AAC2  ; restricted ; limited-use       # (ꫂ)  TAI VIET TONE MAI SONG
AADB  ; restricted ; limited-use       # (ꫛ)  TAI VIET SYMBOL KON
AADC  ; restricted ; limited-use       # (ꫜ)  TAI VIET SYMBOL NUENG
AADD  ; restricted ; limited-use       # (ꫝ)  TAI VIET SYMBOL SAM
ABC0  ; restricted ; limited-use       # (ꯀ)  MEETEI MAYEK LETTER KOK
ABC1  ; restricted ; limited-use       # (ꯁ)  MEETEI MAYEK LETTER SAM
ABC2  ; restricted ; limited-use       # (ꯂ)  MEETEI MAYEK LETTER LAI
ABC3  ; restricted ; limited-use       # (ꯃ)  MEETEI MAYEK LETTER MIT
ABC4  ; restricted ; limited-use       # (ꯄ)  MEETEI MAYEK LETTER PA
ABC5  ; restricted ; limited-use       # (ꯅ)  MEETEI MAYEK LETTER NA
ABC6  ; restricted ; limited-use       # (ꯆ)  MEETEI MAYEK LETTER CHIL
ABC7  ; restricted ; limited-use       # (ꯇ)  MEETEI MAYEK LETTER TIL
ABC8  ; restricted ; limited-use       # (ꯈ)  MEETEI MAYEK LETTER KHOU
ABC9  ; restricted ; limited-use       # (ꯉ)  MEETEI MAYEK LETTER NGOU
ABCA  ; restricted ; limited-use       # (ꯊ)  MEETEI MAYEK LETTER THOU
ABCB  ; restricted ; limited-use       # (ꯋ)  MEETEI MAYEK LETTER WAI
ABCC  ; restricted ; limited-use       # (ꯌ)  MEETEI MAYEK LETTER YANG
ABCD  ; restricted ; limited-use       # (ꯍ)  MEETEI MAYEK LETTER HUK
ABCE  ; restricted ; limited-use       # (ꯎ)  MEETEI MAYEK LETTER UN
ABCF  ; restricted ; limited-use       # (ꯏ)  MEETEI MAYEK LETTER I
ABD0  ; restricted ; limited-use       # (ꯐ)  MEETEI MAYEK LETTER PHAM
ABD1  ; restricted ; limited-use       # (ꯑ)  MEETEI MAYEK LETTER ATIYA
ABD2  ; restricted ; limited-use       # (ꯒ)  MEETEI MAYEK LETTER GOK
ABD3  ; restricted ; limited-use       # (ꯓ)  MEETEI MAYEK LETTER JHAM
ABD4  ; restricted ; limited-use       # (ꯔ)  MEETEI MAYEK LETTER RAI
ABD5  ; restricted ; limited-use       # (ꯕ)  MEETEI MAYEK LETTER BA
ABD6  ; restricted ; limited-use       # (ꯖ)  MEETEI MAYEK LETTER JIL
ABD7  ; restricted ; limited-use       # (ꯗ)  MEETEI MAYEK LETTER DIL
ABD8  ; restricted ; limited-use       # (ꯘ)  MEETEI MAYEK LETTER GHOU
ABD9  ; restricted ; limited-use       # (ꯙ)  MEETEI MAYEK LETTER DHOU
ABDA  ; restricted ; limited-use       # (ꯚ)  MEETEI MAYEK LETTER BHAM
ABDB  ; restricted ; limited-use       # (ꯛ)  MEETEI MAYEK LETTER KOK LONSUM
ABDC  ; restricted ; limited-use       # (ꯜ)  MEETEI MAYEK LETTER LAI LONSUM
ABDD  ; restricted ; limited-use       # (ꯝ)  MEETEI MAYEK LETTER MIT LONSUM
ABDE  ; restricted ; limited-use       # (ꯞ)  MEETEI MAYEK LETTER PA LONSUM
ABDF  ; restricted ; limited-use       # (ꯟ)  MEETEI MAYEK LETTER NA LONSUM
ABE0  ; restricted ; limited-use       # (ꯠ)  MEETEI MAYEK LETTER TIL LONSUM
ABE1  ; restricted ; limited-use       # (ꯡ)  MEETEI MAYEK LETTER NGOU LONSUM
ABE2  ; restricted ; limited-use       # (ꯢ)  MEETEI MAYEK LETTER I LONSUM
ABE3  ; restricted ; limited-use       # (ꯣ)  MEETEI MAYEK VOWEL SIGN ONAP
ABE4  ; restricted ; limited-use       # (ꯤ)  MEETEI MAYEK VOWEL SIGN INAP
ABE5  ; restricted ; limited-use       # (ꯥ)  MEETEI MAYEK VOWEL SIGN ANAP
ABE6  ; restricted ; limited-use       # (ꯦ)  MEETEI MAYEK VOWEL SIGN YENAP
ABE7  ; restricted ; limited-use       # (ꯧ)  MEETEI MAYEK VOWEL SIGN SOUNAP
ABE8  ; restricted ; limited-use       # (ꯨ)  MEETEI MAYEK VOWEL SIGN UNAP
ABE9  ; restricted ; limited-use       # (ꯩ)  MEETEI MAYEK VOWEL SIGN CHEINAP
ABEA  ; restricted ; limited-use       # (ꯪ)  MEETEI MAYEK VOWEL SIGN NUNG
ABEC  ; restricted ; limited-use       # (꯬)  MEETEI MAYEK LUM IYEK
ABED  ; restricted ; limited-use       # (꯭)  MEETEI MAYEK APUN IYEK
ABF0  ; restricted ; limited-use       # (꯰)  MEETEI MAYEK DIGIT ZERO
ABF1  ; restricted ; limited-use       # (꯱)  MEETEI MAYEK DIGIT ONE
ABF2  ; restricted ; limited-use       # (꯲)  MEETEI MAYEK DIGIT TWO
ABF3  ; restricted ; limited-use       # (꯳)  MEETEI MAYEK DIGIT THREE
ABF4  ; restricted ; limited-use       # (꯴)  MEETEI MAYEK DIGIT FOUR
ABF5  ; restricted ; limited-use       # (꯵)  MEETEI MAYEK DIGIT FIVE
ABF6  ; restricted ; limited-use       # (꯶)  MEETEI MAYEK DIGIT SIX
ABF7  ; restricted ; limited-use       # (꯷)  MEETEI MAYEK DIGIT SEVEN
ABF8  ; restricted ; limited-use       # (꯸)  MEETEI MAYEK DIGIT EIGHT
ABF9  ; restricted ; limited-use       # (꯹)  MEETEI MAYEK DIGIT NINE
FB1E  ; restricted ; limited-use       # (ﬞ)  HEBREW POINT JUDEO-SPANISH VARIKA

# Total code points: 1798

#	Status/Type:	restricted ; not-NFKC

00A0          ; restricted ; not-NFKC          #      (U+00A0)  NO-BREAK SPACE
00A8          ; restricted ; not-NFKC          #      (¨)  DIAERESIS
00AA          ; restricted ; not-NFKC          #      (ª)  FEMININE ORDINAL INDICATOR
00AF          ; restricted ; not-NFKC          #      (¯)  MACRON
00B2..00B5    ; restricted ; not-NFKC          #  [4] (²..µ)  SUPERSCRIPT TWO..MICRO SIGN
00B8..00BA    ; restricted ; not-NFKC          #  [3] (¸..º)  CEDILLA..MASCULINE ORDINAL INDICATOR
00BC..00BE    ; restricted ; not-NFKC          #  [3] (¼..¾)  VULGAR FRACTION ONE QUARTER..VULGAR FRACTION THREE QUARTERS
0132..0133    ; restricted ; not-NFKC          #  [2] (Ĳ..ĳ)  LATIN CAPITAL LIGATURE IJ..LATIN SMALL LIGATURE IJ
013F..0140    ; restricted ; not-NFKC          #  [2] (Ŀ..ŀ)  LATIN CAPITAL LETTER L WITH MIDDLE DOT..LATIN SMALL LETTER L WITH MIDDLE DOT
0149          ; restricted ; not-NFKC          #      (ŉ)  LATIN SMALL LETTER N PRECEDED BY APOSTROPHE
017F          ; restricted ; not-NFKC          #      (ſ)  LATIN SMALL LETTER LONG S
01C4..01CC    ; restricted ; not-NFKC          #  [9] (Ǆ..ǌ)  LATIN CAPITAL LETTER DZ WITH CARON..LATIN SMALL LETTER NJ
01F1..01F3    ; restricted ; not-NFKC          #  [3] (Ǳ..ǳ)  LATIN CAPITAL LETTER DZ..LATIN SMALL LETTER DZ
02B0..02B8    ; restricted ; not-NFKC          #  [9] (ʰ..ʸ)  MODIFIER LETTER SMALL H..MODIFIER LETTER SMALL Y
02D8..02DD    ; restricted ; not-NFKC          #  [6] (˘..˝)  BREVE..DOUBLE ACUTE ACCENT
02E0..02E4    ; restricted ; not-NFKC          #  [5] (ˠ..ˤ)  MODIFIER LETTER SMALL GAMMA..MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
0340..0341    ; restricted ; not-NFKC          #  [2] (̀..́)  COMBINING GRAVE TONE MARK..COMBINING ACUTE TONE MARK
0343..0344    ; restricted ; not-NFKC          #  [2] (̓..̈́)  COMBINING GREEK KORONIS..COMBINING GREEK DIALYTIKA TONOS
0374          ; restricted ; not-NFKC          #      (ʹ)  GREEK NUMERAL SIGN
037A          ; restricted ; not-NFKC          #      (ͺ)  GREEK YPOGEGRAMMENI
037E          ; restricted ; not-NFKC          #      (;)  GREEK QUESTION MARK
0384..0385    ; restricted ; not-NFKC          #  [2] (΄..΅)  GREEK TONOS..GREEK DIALYTIKA TONOS
0387          ; restricted ; not-NFKC          #      (·)  GREEK ANO TELEIA
03D0..03D6    ; restricted ; not-NFKC          #  [7] (ϐ..ϖ)  GREEK BETA SYMBOL..GREEK PI SYMBOL
03F0..03F2    ; restricted ; not-NFKC          #  [3] (ϰ..ϲ)  GREEK KAPPA SYMBOL..GREEK LUNATE SIGMA SYMBOL
03F4..03F5    ; restricted ; not-NFKC          #  [2] (ϴ..ϵ)  GREEK CAPITAL THETA SYMBOL..GREEK LUNATE EPSILON SYMBOL
03F9          ; restricted ; not-NFKC          #      (Ϲ)  GREEK CAPITAL LUNATE SIGMA SYMBOL
0587          ; restricted ; not-NFKC          #      (և)  ARMENIAN SMALL LIGATURE ECH YIWN
0675..0678    ; restricted ; not-NFKC          #  [4] (ٵ..ٸ)  ARABIC LETTER HIGH HAMZA ALEF..ARABIC LETTER HIGH HAMZA YEH
0958..095F    ; restricted ; not-NFKC          #  [8] (क़..य़)  DEVANAGARI LETTER QA..DEVANAGARI LETTER YYA
09DC..09DD    ; restricted ; not-NFKC          #  [2] (ড়..ঢ়)  BENGALI LETTER RRA..BENGALI LETTER RHA
09DF          ; restricted ; not-NFKC          #      (য়)  BENGALI LETTER YYA
0A33          ; restricted ; not-NFKC          #      (ਲ਼)  GURMUKHI LETTER LLA
0A36          ; restricted ; not-NFKC          #      (ਸ਼)  GURMUKHI LETTER SHA
0A59..0A5B    ; restricted ; not-NFKC          #  [3] (ਖ਼..ਜ਼)  GURMUKHI LETTER KHHA..GURMUKHI LETTER ZA
0A5E          ; restricted ; not-NFKC          #      (ਫ਼)  GURMUKHI LETTER FA
0B5C..0B5D    ; restricted ; not-NFKC          #  [2] (ଡ଼..ଢ଼)  ORIYA LETTER RRA..ORIYA LETTER RHA
0E33          ; restricted ; not-NFKC          #      (ำ)  THAI CHARACTER SARA AM
0EB3          ; restricted ; not-NFKC          #      (ຳ)  LAO VOWEL SIGN AM
0EDC..0EDD    ; restricted ; not-NFKC          #  [2] (ໜ..ໝ)  LAO HO NO..LAO HO MO
0F0C          ; restricted ; not-NFKC          #      (༌)  TIBETAN MARK DELIMITER TSHEG BSTAR
0F43          ; restricted ; not-NFKC          #      (གྷ)  TIBETAN LETTER GHA
0F4D          ; restricted ; not-NFKC          #      (ཌྷ)  TIBETAN LETTER DDHA
0F52          ; restricted ; not-NFKC          #      (དྷ)  TIBETAN LETTER DHA
0F57          ; restricted ; not-NFKC          #      (བྷ)  TIBETAN LETTER BHA
0F5C          ; restricted ; not-NFKC          #      (ཛྷ)  TIBETAN LETTER DZHA
0F69          ; restricted ; not-NFKC          #      (ཀྵ)  TIBETAN LETTER KSSA
0F73          ; restricted ; not-NFKC          #      (ཱི)  TIBETAN VOWEL SIGN II
0F75..0F79    ; restricted ; not-NFKC          #  [5] (ཱུ..ཹ)  TIBETAN VOWEL SIGN UU..TIBETAN VOWEL SIGN VOCALIC LL
0F81          ; restricted ; not-NFKC          #      (ཱྀ)  TIBETAN VOWEL SIGN REVERSED II
0F93          ; restricted ; not-NFKC          #      (ྒྷ)  TIBETAN SUBJOINED LETTER GHA
0F9D          ; restricted ; not-NFKC          #      (ྜྷ)  TIBETAN SUBJOINED LETTER DDHA
0FA2          ; restricted ; not-NFKC          #      (ྡྷ)  TIBETAN SUBJOINED LETTER DHA
0FA7          ; restricted ; not-NFKC          #      (ྦྷ)  TIBETAN SUBJOINED LETTER BHA
0FAC          ; restricted ; not-NFKC          #      (ྫྷ)  TIBETAN SUBJOINED LETTER DZHA
0FB9          ; restricted ; not-NFKC          #      (ྐྵ)  TIBETAN SUBJOINED LETTER KSSA
10FC          ; restricted ; not-NFKC          #      (ჼ)  MODIFIER LETTER GEORGIAN NAR
1D2C..1D2E    ; restricted ; not-NFKC          #  [3] (ᴬ..ᴮ)  MODIFIER LETTER CAPITAL A..MODIFIER LETTER CAPITAL B
1D30..1D3A    ; restricted ; not-NFKC          # [11] (ᴰ..ᴺ)  MODIFIER LETTER CAPITAL D..MODIFIER LETTER CAPITAL N
1D3C..1D4D    ; restricted ; not-NFKC          # [18] (ᴼ..ᵍ)  MODIFIER LETTER CAPITAL O..MODIFIER LETTER SMALL G
1D4F..1D6A    ; restricted ; not-NFKC          # [28] (ᵏ..ᵪ)  MODIFIER LETTER SMALL K..GREEK SUBSCRIPT SMALL LETTER CHI
1D78          ; restricted ; not-NFKC          #      (ᵸ)  MODIFIER LETTER CYRILLIC EN
1D9B..1DBF    ; restricted ; not-NFKC          # [37] (ᶛ..ᶿ)  MODIFIER LETTER SMALL TURNED ALPHA..MODIFIER LETTER SMALL THETA
1E9A..1E9B    ; restricted ; not-NFKC          #  [2] (ẚ..ẛ)  LATIN SMALL LETTER A WITH RIGHT HALF RING..LATIN SMALL LETTER LONG S WITH DOT ABOVE
1F71          ; restricted ; not-NFKC          #      (ά)  GREEK SMALL LETTER ALPHA WITH OXIA
1F73          ; restricted ; not-NFKC          #      (έ)  GREEK SMALL LETTER EPSILON WITH OXIA
1F75          ; restricted ; not-NFKC          #      (ή)  GREEK SMALL LETTER ETA WITH OXIA
1F77          ; restricted ; not-NFKC          #      (ί)  GREEK SMALL LETTER IOTA WITH OXIA
1F79          ; restricted ; not-NFKC          #      (ό)  GREEK SMALL LETTER OMICRON WITH OXIA
1F7B          ; restricted ; not-NFKC          #      (ύ)  GREEK SMALL LETTER UPSILON WITH OXIA
1F7D          ; restricted ; not-NFKC          #      (ώ)  GREEK SMALL LETTER OMEGA WITH OXIA
1FBB          ; restricted ; not-NFKC          #      (Ά)  GREEK CAPITAL LETTER ALPHA WITH OXIA
1FBD..1FC1    ; restricted ; not-NFKC          #  [5] (᾽..῁)  GREEK KORONIS..GREEK DIALYTIKA AND PERISPOMENI
1FC9          ; restricted ; not-NFKC          #      (Έ)  GREEK CAPITAL LETTER EPSILON WITH OXIA
1FCB          ; restricted ; not-NFKC          #      (Ή)  GREEK CAPITAL LETTER ETA WITH OXIA
1FCD..1FCF    ; restricted ; not-NFKC          #  [3] (῍..῏)  GREEK PSILI AND VARIA..GREEK PSILI AND PERISPOMENI
1FD3          ; restricted ; not-NFKC          #      (ΐ)  GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA
1FDB          ; restricted ; not-NFKC          #      (Ί)  GREEK CAPITAL LETTER IOTA WITH OXIA
1FDD..1FDF    ; restricted ; not-NFKC          #  [3] (῝..῟)  GREEK DASIA AND VARIA..GREEK DASIA AND PERISPOMENI
1FE3          ; restricted ; not-NFKC          #      (ΰ)  GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND OXIA
1FEB          ; restricted ; not-NFKC          #      (Ύ)  GREEK CAPITAL LETTER UPSILON WITH OXIA
1FED..1FEF    ; restricted ; not-NFKC          #  [3] (῭..`)  GREEK DIALYTIKA AND VARIA..GREEK VARIA
1FF9          ; restricted ; not-NFKC          #      (Ό)  GREEK CAPITAL LETTER OMICRON WITH OXIA
1FFB          ; restricted ; not-NFKC          #      (Ώ)  GREEK CAPITAL LETTER OMEGA WITH OXIA
1FFD..1FFE    ; restricted ; not-NFKC          #  [2] (´..῾)  GREEK OXIA..GREEK DASIA
2000..200A    ; restricted ; not-NFKC          # [11] (U+2000..U+200A)  EN QUAD..HAIR SPACE
2011          ; restricted ; not-NFKC          #      (‑)  NON-BREAKING HYPHEN
2017          ; restricted ; not-NFKC          #      (‗)  DOUBLE LOW LINE
2024..2026    ; restricted ; not-NFKC          #  [3] (․..…)  ONE DOT LEADER..HORIZONTAL ELLIPSIS
202F          ; restricted ; not-NFKC          #      (U+202F)  NARROW NO-BREAK SPACE
2033..2034    ; restricted ; not-NFKC          #  [2] (″..‴)  DOUBLE PRIME..TRIPLE PRIME
2036..2037    ; restricted ; not-NFKC          #  [2] (‶..‷)  REVERSED DOUBLE PRIME..REVERSED TRIPLE PRIME
203C          ; restricted ; not-NFKC          #      (‼)  DOUBLE EXCLAMATION MARK
203E          ; restricted ; not-NFKC          #      (‾)  OVERLINE
2047..2049    ; restricted ; not-NFKC          #  [3] (⁇..⁉)  DOUBLE QUESTION MARK..EXCLAMATION QUESTION MARK
2057          ; restricted ; not-NFKC          #      (⁗)  QUADRUPLE PRIME
205F          ; restricted ; not-NFKC          #      (U+205F)  MEDIUM MATHEMATICAL SPACE
2070..2071    ; restricted ; not-NFKC          #  [2] (⁰..ⁱ)  SUPERSCRIPT ZERO..SUPERSCRIPT LATIN SMALL LETTER I
2074..208E    ; restricted ; not-NFKC          # [27] (⁴..₎)  SUPERSCRIPT FOUR..SUBSCRIPT RIGHT PARENTHESIS
2090..2094    ; restricted ; not-NFKC          #  [5] (ₐ..ₔ)  LATIN SUBSCRIPT SMALL LETTER A..LATIN SUBSCRIPT SMALL LETTER SCHWA
20A8          ; restricted ; not-NFKC          #      (₨)  RUPEE SIGN
2100..2103    ; restricted ; not-NFKC          #  [4] (℀..℃)  ACCOUNT OF..DEGREE CELSIUS
2105..2107    ; restricted ; not-NFKC          #  [3] (℅..ℇ)  CARE OF..EULER CONSTANT
2109..2113    ; restricted ; not-NFKC          # [11] (℉..ℓ)  DEGREE FAHRENHEIT..SCRIPT SMALL L
2115..2116    ; restricted ; not-NFKC          #  [2] (ℕ..№)  DOUBLE-STRUCK CAPITAL N..NUMERO SIGN
2119..211D    ; restricted ; not-NFKC          #  [5] (ℙ..ℝ)  DOUBLE-STRUCK CAPITAL P..DOUBLE-STRUCK CAPITAL R
2120..2122    ; restricted ; not-NFKC          #  [3] (℠..™)  SERVICE MARK..TRADE MARK SIGN
2124          ; restricted ; not-NFKC          #      (ℤ)  DOUBLE-STRUCK CAPITAL Z
2126          ; restricted ; not-NFKC          #      (Ω)  OHM SIGN
2128          ; restricted ; not-NFKC          #      (ℨ)  BLACK-LETTER CAPITAL Z
212A..212D    ; restricted ; not-NFKC          #  [4] (K..ℭ)  KELVIN SIGN..BLACK-LETTER CAPITAL C
212F..2131    ; restricted ; not-NFKC          #  [3] (ℯ..ℱ)  SCRIPT SMALL E..SCRIPT CAPITAL F
2133..2139    ; restricted ; not-NFKC          #  [7] (ℳ..ℹ)  SCRIPT CAPITAL M..INFORMATION SOURCE
213B..2140    ; restricted ; not-NFKC          #  [6] (℻..⅀)  FACSIMILE SIGN..DOUBLE-STRUCK N-ARY SUMMATION
2145..2149    ; restricted ; not-NFKC          #  [5] (ⅅ..ⅉ)  DOUBLE-STRUCK ITALIC CAPITAL D..DOUBLE-STRUCK ITALIC SMALL J
2150..217F    ; restricted ; not-NFKC          # [48] (⅐..ⅿ)  VULGAR FRACTION ONE SEVENTH..SMALL ROMAN NUMERAL ONE THOUSAND
2189          ; restricted ; not-NFKC          #      (↉)  VULGAR FRACTION ZERO THIRDS
222C..222D    ; restricted ; not-NFKC          #  [2] (∬..∭)  DOUBLE INTEGRAL..TRIPLE INTEGRAL
222F..2230    ; restricted ; not-NFKC          #  [2] (∯..∰)  SURFACE INTEGRAL..VOLUME INTEGRAL
2329..232A    ; restricted ; not-NFKC          #  [2] (〈..〉)  LEFT-POINTING ANGLE BRACKET..RIGHT-POINTING ANGLE BRACKET
2460..24EA    ; restricted ; not-NFKC          # [139] (①..⓪)  CIRCLED DIGIT ONE..CIRCLED DIGIT ZERO
2A0C          ; restricted ; not-NFKC          #      (⨌)  QUADRUPLE INTEGRAL OPERATOR
2A74..2A76    ; restricted ; not-NFKC          #  [3] (⩴..⩶)  DOUBLE COLON EQUAL..THREE CONSECUTIVE EQUALS SIGNS
2ADC          ; restricted ; not-NFKC          #      (⫝̸)  FORKING
2C7C..2C7D    ; restricted ; not-NFKC          #  [2] (ⱼ..ⱽ)  LATIN SUBSCRIPT SMALL LETTER J..MODIFIER LETTER CAPITAL V
2D6F          ; restricted ; not-NFKC          #      (ⵯ)  TIFINAGH MODIFIER LETTER LABIALIZATION MARK
2E9F          ; restricted ; not-NFKC          #      (⺟)  CJK RADICAL MOTHER
2EF3          ; restricted ; not-NFKC          #      (⻳)  CJK RADICAL C-SIMPLIFIED TURTLE
2F00..2FD5    ; restricted ; not-NFKC          # [214] (⼀..⿕)  KANGXI RADICAL ONE..KANGXI RADICAL FLUTE
3000          ; restricted ; not-NFKC          #      (U+3000)  IDEOGRAPHIC SPACE
3036          ; restricted ; not-NFKC          #      (〶)  CIRCLED POSTAL MARK
3038..303A    ; restricted ; not-NFKC          #  [3] (〸..〺)  HANGZHOU NUMERAL TEN..HANGZHOU NUMERAL THIRTY
309B..309C    ; restricted ; not-NFKC          #  [2] (゛..゜)  KATAKANA-HIRAGANA VOICED SOUND MARK..KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
309F          ; restricted ; not-NFKC          #      (ゟ)  HIRAGANA DIGRAPH YORI
30FF          ; restricted ; not-NFKC          #      (ヿ)  KATAKANA DIGRAPH KOTO
3131..3163    ; restricted ; not-NFKC          # [51] (ㄱ..ㅣ)  HANGUL LETTER KIYEOK..HANGUL LETTER I
3165..318E    ; restricted ; not-NFKC          # [42] (ㅥ..ㆎ)  HANGUL LETTER SSANGNIEUN..HANGUL LETTER ARAEAE
3192..319F    ; restricted ; not-NFKC          # [14] (㆒..㆟)  IDEOGRAPHIC ANNOTATION ONE MARK..IDEOGRAPHIC ANNOTATION MAN MARK
3200..321E    ; restricted ; not-NFKC          # [31] (㈀..㈞)  PARENTHESIZED HANGUL KIYEOK..PARENTHESIZED KOREAN CHARACTER O HU
3220..3247    ; restricted ; not-NFKC          # [40] (㈠..㉇)  PARENTHESIZED IDEOGRAPH ONE..CIRCLED IDEOGRAPH KOTO
3250..327E    ; restricted ; not-NFKC          # [47] (㉐..㉾)  PARTNERSHIP SIGN..CIRCLED HANGUL IEUNG U
3280..32FE    ; restricted ; not-NFKC          # [127] (㊀..㋾)  CIRCLED IDEOGRAPH ONE..CIRCLED KATAKANA WO
3300..33FF    ; restricted ; not-NFKC          # [256] (㌀..㏿)  SQUARE APAATO..SQUARE GAL
A770          ; restricted ; not-NFKC          #      (ꝰ)  MODIFIER LETTER US
F900..FA0D    ; restricted ; not-NFKC          # [270] (豈..嗀)  CJK COMPATIBILITY IDEOGRAPH-F900..CJK COMPATIBILITY IDEOGRAPH-FA0D
FA10          ; restricted ; not-NFKC          #      (塚)  CJK COMPATIBILITY IDEOGRAPH-FA10
FA12          ; restricted ; not-NFKC          #      (晴)  CJK COMPATIBILITY IDEOGRAPH-FA12
FA15..FA1E    ; restricted ; not-NFKC          # [10] (凞..羽)  CJK COMPATIBILITY IDEOGRAPH-FA15..CJK COMPATIBILITY IDEOGRAPH-FA1E
FA20          ; restricted ; not-NFKC          #      (蘒)  CJK COMPATIBILITY IDEOGRAPH-FA20
FA22          ; restricted ; not-NFKC          #      (諸)  CJK COMPATIBILITY IDEOGRAPH-FA22
FA25..FA26    ; restricted ; not-NFKC          #  [2] (逸..都)  CJK COMPATIBILITY IDEOGRAPH-FA25..CJK COMPATIBILITY IDEOGRAPH-FA26
FA2A..FA2D    ; restricted ; not-NFKC          #  [4] (飯..鶴)  CJK COMPATIBILITY IDEOGRAPH-FA2A..CJK COMPATIBILITY IDEOGRAPH-FA2D
FA30..FA6D    ; restricted ; not-NFKC          # [62] (侮..舘)  CJK COMPATIBILITY IDEOGRAPH-FA30..CJK COMPATIBILITY IDEOGRAPH-FA6D
FA70..FAD9    ; restricted ; not-NFKC          # [106] (並..龎)  CJK COMPATIBILITY IDEOGRAPH-FA70..CJK COMPATIBILITY IDEOGRAPH-FAD9
FB00..FB06    ; restricted ; not-NFKC          #  [7] (ﬀ..ﬆ)  LATIN SMALL LIGATURE FF..LATIN SMALL LIGATURE ST
FB13..FB17    ; restricted ; not-NFKC          #  [5] (ﬓ..ﬗ)  ARMENIAN SMALL LIGATURE MEN NOW..ARMENIAN SMALL LIGATURE MEN XEH
FB1D          ; restricted ; not-NFKC          #      (יִ)  HEBREW LETTER YOD WITH HIRIQ
FB1F..FB36    ; restricted ; not-NFKC          # [24] (ײַ..זּ)  HEBREW LIGATURE YIDDISH YOD YOD PATAH..HEBREW LETTER ZAYIN WITH DAGESH
FB38..FB3C    ; restricted ; not-NFKC          #  [5] (טּ..לּ)  HEBREW LETTER TET WITH DAGESH..HEBREW LETTER LAMED WITH DAGESH
FB3E          ; restricted ; not-NFKC          #      (מּ)  HEBREW LETTER MEM WITH DAGESH
FB40..FB41    ; restricted ; not-NFKC          #  [2] (נּ..סּ)  HEBREW LETTER NUN WITH DAGESH..HEBREW LETTER SAMEKH WITH DAGESH
FB43..FB44    ; restricted ; not-NFKC          #  [2] (ףּ..פּ)  HEBREW LETTER FINAL PE WITH DAGESH..HEBREW LETTER PE WITH DAGESH
FB46..FBB1    ; restricted ; not-NFKC          # [108] (צּ..ﮱ)  HEBREW LETTER TSADI WITH DAGESH..ARABIC LETTER YEH BARREE WITH HAMZA ABOVE FINAL FORM
FBD3..FD3D    ; restricted ; not-NFKC          # [363] (ﯓ..ﴽ)  ARABIC LETTER NG ISOLATED FORM..ARABIC LIGATURE ALEF WITH FATHATAN ISOLATED FORM
FD50..FD8F    ; restricted ; not-NFKC          # [64] (ﵐ..ﶏ)  ARABIC LIGATURE TEH WITH JEEM WITH MEEM INITIAL FORM..ARABIC LIGATURE MEEM WITH KHAH WITH MEEM INITIAL FORM
FD92..FDC7    ; restricted ; not-NFKC          # [54] (ﶒ..ﷇ)  ARABIC LIGATURE MEEM WITH JEEM WITH KHAH INITIAL FORM..ARABIC LIGATURE NOON WITH JEEM WITH YEH FINAL FORM
FDF0..FDFC    ; restricted ; not-NFKC          # [13] (ﷰ..﷼)  ARABIC LIGATURE SALLA USED AS KORANIC STOP SIGN ISOLATED FORM..RIAL SIGN
FE10..FE19    ; restricted ; not-NFKC          # [10] (︐..︙)  PRESENTATION FORM FOR VERTICAL COMMA..PRESENTATION FORM FOR VERTICAL HORIZONTAL ELLIPSIS
FE30..FE44    ; restricted ; not-NFKC          # [21] (︰..﹄)  PRESENTATION FORM FOR VERTICAL TWO DOT LEADER..PRESENTATION FORM FOR VERTICAL RIGHT WHITE CORNER BRACKET
FE47..FE52    ; restricted ; not-NFKC          # [12] (﹇..﹒)  PRESENTATION FORM FOR VERTICAL LEFT SQUARE BRACKET..SMALL FULL STOP
FE54..FE66    ; restricted ; not-NFKC          # [19] (﹔..﹦)  SMALL SEMICOLON..SMALL EQUALS SIGN
FE68..FE6B    ; restricted ; not-NFKC          #  [4] (﹨..﹫)  SMALL REVERSE SOLIDUS..SMALL COMMERCIAL AT
