# DRAFT emoji-data.txt
# For details about the format and other information, see /../../../reports/tr51/index.html#Data_Files.
#
# Format
# Code ;	Default Style ;	Ordering ;	Annotations ;	Sources	# Version Char Name
#
U+2728 ;	emoji ;	714 ;	sign, sparkle, sparkler, sparkles, star ;	j 	# V6.0 (✨) sparkles
U+1F388 ;	emoji ;	715 ;	activity, balloon, celebration, object ;	j 	# V6.0 (🎈) balloon
U+1F389 ;	emoji ;	716 ;	activity, celebration, object, party, popper, tada ;	j 	# V6.0 (🎉) party popper
U+1F38A ;	emoji ;	717 ;	activity, ball, celebration, confetti, object ;	j 	# V6.0 (🎊) confetti ball
U+1F38B ;	emoji ;	718 ;	activity, banner, celebration, japanese, object, tree ;	j 	# V6.0 (🎋) tanabata tree
U+1F38C ;	emoji ;	719 ;	activity, celebration, cross, crossed, flag, japanese ;	j 	# V6.0 (🎌) crossed flags
U+1F38D ;	emoji ;	720 ;	activity, bamboo, celebration, japanese, object, pine, plant ;	j 	# V6.0 (🎍) pine decoration
U+1F38E ;	emoji ;	721 ;	activity, celebration, doll, dolls, festival, japanese ;	j 	# V6.0 (🎎) japanese dolls
U+1F38F ;	emoji ;	722 ;	activity, carp, celebration, flags, object, streamer ;	j 	# V6.0 (🎏) carp streamer
U+1F390 ;	emoji ;	723 ;	activity, celebration, chime, object, wind ;	j 	# V6.0 (🎐) wind chime
U+1F391 ;	emoji ;	724 ;	activity, celebration, ceremony, moon, object ;	j 	# V6.0 (🎑) moon viewing ceremony
U+1F393 ;	emoji ;	725 ;	activity, cap, celebration, graduation, object ;	jw 	# V6.0 (🎓) graduation cap
U+1F3A8 ;	emoji ;	726 ;	activity, art, artist, entertainment, object, paint, palette ;	j 	# V6.0 (🎨) artist palette
U+1F3AF ;	emoji ;	727 ;	activity, bull’s eye, dart, eye, game, hit, object, target ;	j 	# V6.0 (🎯) direct hit
U+1F3B4 ;	emoji ;	728 ;	activity, card, flower, game, japanese, object, playing ;	j 	# V6.0 (🎴) flower playing cards
U+1F380 ;	emoji ;	729 ;	celebration, object, ribbon ;	j 	# V6.0 (🎀) ribbon
U+1F381 ;	emoji ;	730 ;	celebration, gift, object, present, wrapped ;	j 	# V6.0 (🎁) wrapped present
U+1F396 ;	text ;	731 ;	celebration, medal, military, object ;	w 	# V7.0 (🎖) military medal
U+1F397 ;	text ;	732 ;	celebration, object, reminder, ribbon ;	w 	# V7.0 (🎗) reminder ribbon
U+1F39E ;	text ;	733 ;	cinema, entertainment, film, frames, movie, object ;	w 	# V7.0 (🎞) film frames
U+1F39F ;	text ;	734 ;	admission, entertainment, object, ticket ;	w 	# V7.0 (🎟) admission tickets
U+1F3F7 ;	text ;	735 ;	label, object ;	w 	# V7.0 (🏷) label
U+1F4D4 ;	emoji ;	736 ;	book, cover, decorated, notebook, office ;	j 	# V6.0 (📔) notebook with decorative cover
U+1F4D5 ;	emoji ;	737 ;	book, closed, office ;	j 	# V6.0 (📕) closed book
U+1F4D6 ;	emoji ;	738 ;	book, office, open ;	j 	# V6.0 (📖) open book
U+1F4D7 ;	emoji ;	739 ;	book, green, office ;	j 	# V6.0 (📗) green book
U+1F4D8 ;	emoji ;	740 ;	blue, book, office ;	j 	# V6.0 (📘) blue book
U+1F4D9 ;	emoji ;	741 ;	book, office, orange ;	j 	# V6.0 (📙) orange book
U+1F4DA ;	emoji ;	742 ;	book, books, office ;	jw 	# V6.0 (📚) books
U+1F4D3 ;	emoji ;	743 ;	notebook, office ;	j 	# V6.0 (📓) notebook
U+1F4D2 ;	emoji ;	744 ;	ledger, notebook, office ;	j 	# V6.0 (📒) ledger
U+1F4C3 ;	emoji ;	745 ;	curl, document, office, page ;	j 	# V6.0 (📃) page with curl
U+1F4DC ;	emoji ;	746 ;	office, paper, scroll ;	j 	# V6.0 (📜) scroll
U+1F4C4 ;	emoji ;	747 ;	document, office, page ;	j 	# V6.0 (📄) page facing up
U+1F4F0 ;	emoji ;	748 ;	communication, news, newspaper, object, paper ;	j 	# V6.0 (📰) newspaper
U+1F5DE ;	text ;	749 ;	news, newspaper, object, paper, rolled ;	w 	# V7.0 (🗞) rolled-up newspaper
U+1F4D1 ;	emoji ;	750 ;	bookmark, mark, marker, office, tabs ;	j 	# V6.0 (📑) bookmark tabs
U+1F516 ;	emoji ;	751 ;	bookmark, mark, object ;	j 	# V6.0 (🔖) bookmark
U+1F5BC ;	text ;	752 ;	frame, object, office, picture ;	w 	# V7.0 (🖼) frame with picture
U+1F4B0 ;	emoji ;	753 ;	bag, dollar, money, moneybag, office ;	jw 	# V6.0 (💰) money bag
U+1F4B4 ;	emoji ;	754 ;	bank, banknote, bill, money, note, office, yen ;	j 	# V6.0 (💴) banknote with yen sign
U+1F4B5 ;	emoji ;	755 ;	bank, banknote, bill, dollar, money, note, office ;	j 	# V6.0 (💵) banknote with dollar sign
U+1F4B6 ;	emoji ;	756 ;	bank, banknote, bill, euro, money, note, office ;	x 	# V6.0 (💶) banknote with euro sign
U+1F4B7 ;	emoji ;	757 ;	bank, banknote, bill, money, note, office, pound ;	x 	# V6.0 (💷) banknote with pound sign
U+1F4B8 ;	emoji ;	758 ;	bank, banknote, bill, dollar, flying, money, note, office, wings ;	j 	# V6.0 (💸) money with wings
U+1F4B1 ;	emoji ;	759 ;	currency, exchange, money, office ;	j 	# V6.0 (💱) currency exchange
U+1F4B2 ;	emoji ;	760 ;	dollar, money, office ;	j 	# V6.0 (💲) heavy dollar sign
U+1F4B3 ;	emoji ;	761 ;	card, credit, office ;	jw 	# V6.0 (💳) credit card
U+1F4B9 ;	emoji ;	762 ;	chart, graph, market, office, rising, trend, upward, yen ;	j 	# V6.0 (💹) chart with upwards trend and yen sign
U+2709 ;	text ;	763 ;	email, envelope, office ;	zj 	# V1.1 (✉) envelope
U+1F4E7 ;	emoji ;	764 ;	communication, e-mail, email, letter, mail, office ;	j 	# V6.0 (📧) e-mail symbol
U+1F4E8 ;	emoji ;	765 ;	communication, email, envelope, incoming, letter, mail, office, receive ;	j 	# V6.0 (📨) incoming envelope
U+1F4E9 ;	emoji ;	766 ;	above, arrow, communication, down, email, envelope, letter, mail, office, outgoing, sent ;	j 	# V6.0 (📩) envelope with downwards arrow above
U+1F4E4 ;	emoji ;	767 ;	box, communication, letter, mail, office, outbox, sent, tray ;	jw 	# V6.0 (📤) outbox tray
U+1F4E5 ;	emoji ;	768 ;	box, communication, inbox, letter, mail, office, receive, tray ;	jw 	# V6.0 (📥) inbox tray
U+1F4E6 ;	emoji ;	769 ;	box, communication, office, package, parcel ;	jw 	# V6.0 (📦) package
U+1F4EB ;	emoji ;	770 ;	closed, communication, flag, mail, mailbox, office, postbox ;	jw 	# V6.0 (📫) closed mailbox with raised flag
U+1F4EA ;	emoji ;	771 ;	closed, communication, flag, lowered, mail, mailbox, office, postbox ;	jw 	# V6.0 (📪) closed mailbox with lowered flag
U+1F4EC ;	emoji ;	772 ;	communication, flag, mail, mailbox, office, open, postbox ;	w 	# V6.0 (📬) open mailbox with raised flag
U+1F4ED ;	emoji ;	773 ;	communication, flag, lowered, mail, mailbox, office, open, postbox ;	w 	# V6.0 (📭) open mailbox with lowered flag
U+1F4EE ;	emoji ;	774 ;	communication, mail, mailbox, office, postbox ;	j 	# V6.0 (📮) postbox
U+270F ;	text ;	775 ;	office, pencil ;	zj 	# V1.1 (✏) pencil
U+2712 ;	text ;	776 ;	nib, office ;	zj 	# V1.1 (✒) black nib
U+1F58B ;	text ;	777 ;	communication, fountain, office, pen ;	w 	# V7.0 (🖋) lower left fountain pen
U+1F58A ;	text ;	778 ;	ballpoint, communication, office, pen ;	w 	# V7.0 (🖊) lower left ballpoint pen
U+1F58C ;	text ;	779 ;	communication, office, paintbrush ;	w 	# V7.0 (🖌) lower left paintbrush
U+1F58D ;	text ;	780 ;	communication, crayon, office ;	w 	# V7.0 (🖍) lower left crayon
U+1F4DD ;	emoji ;	781 ;	communication, memo, office, pencil ;	j 	# V6.0 (📝) memo
U+1F4BB ;	emoji ;	782 ;	computer, office, pc, personal ;	jw 	# V6.0 (💻) personal computer
U+1F5A5 ;	text ;	783 ;	computer, desktop, office ;	w 	# V7.0 (🖥) desktop computer
U+1F5A8 ;	text ;	784 ;	computer, office, printer ;	w 	# V7.0 (🖨) printer
U+2328 ;	text ;	785 ;	computer, keyboard, sign ;	x 	# V1.1 (⌨) keyboard
U+1F5B1 ;	text ;	786 ;	3, button, computer, mouse, office, three ;	w 	# V7.0 (🖱) three button mouse
U+1F5B2 ;	text ;	787 ;	computer, office, trackball ;	w 	# V7.0 (🖲) trackball
U+1F4BD ;	emoji ;	788 ;	computer, disc, minidisc, office ;	j 	# V6.0 (💽) minidisc
U+1F4BE ;	emoji ;	789 ;	computer, disc, disk, floppy, office ;	j 	# V6.0 (💾) floppy disk
U+1F4BF ;	emoji ;	790 ;	blu-ray, cd, computer, disc, dvd, office, optical ;	jw 	# V6.0 (💿) optical disc
U+1F4C0 ;	emoji ;	791 ;	computer, disc, dvd, office ;	j 	# V6.0 (📀) dvd
U+1F4BC ;	emoji ;	792 ;	briefcase, office ;	j 	# V6.0 (💼) briefcase
U+1F4C1 ;	emoji ;	793 ;	file, folder, office ;	j 	# V6.0 (📁) file folder
U+1F4C2 ;	emoji ;	794 ;	file, folder, office, open ;	j 	# V6.0 (📂) open file folder
U+1F5C2 ;	text ;	795 ;	card, dividers, index, office ;	w 	# V7.0 (🗂) card index dividers
U+1F4C5 ;	emoji ;	796 ;	calendar, date, office ;	j 	# V6.0 (📅) calendar
U+1F4C6 ;	emoji ;	797 ;	calendar, office ;	j 	# V6.0 (📆) tear-off calendar
U+1F5D2 ;	text ;	798 ;	note, office, pad, spiral ;	w 	# V7.0 (🗒) spiral note pad
U+1F5D3 ;	text ;	799 ;	calendar, office, pad, spiral ;	w 	# V7.0 (🗓) spiral calendar pad
U+1F4C7 ;	emoji ;	800 ;	card, index, office, rolodex ;	j 	# V6.0 (📇) card index
U+1F4C8 ;	emoji ;	801 ;	chart, graph, office, trend, upward ;	j 	# V6.0 (📈) chart with upwards trend
U+1F4C9 ;	emoji ;	802 ;	chart, down, graph, office, trend ;	j 	# V6.0 (📉) chart with downwards trend
U+1F4CA ;	emoji ;	803 ;	bar, chart, graph, office ;	j 	# V6.0 (📊) bar chart
U+1F4CB ;	emoji ;	804 ;	clipboard, office ;	jw 	# V6.0 (📋) clipboard
U+1F4CC ;	emoji ;	805 ;	office, pin, pushpin ;	j 	# V6.0 (📌) pushpin
U+1F4CD ;	emoji ;	806 ;	office, pin, place, pushpin ;	j 	# V6.0 (📍) round pushpin
U+1F4CE ;	emoji ;	807 ;	office, paperclip ;	j 	# V6.0 (📎) paperclip
U+1F587 ;	text ;	808 ;	communication, links, office, paperclip ;	w 	# V7.0 (🖇) linked paperclips
U+1F4CF ;	emoji ;	809 ;	office, ruler, straight edge ;	j 	# V6.0 (📏) straight ruler
U+1F4D0 ;	emoji ;	810 ;	office, ruler, set, triangle ;	j 	# V6.0 (📐) triangular ruler
U+1F4DB ;	emoji ;	811 ;	badge, name, office ;	j 	# V6.0 (📛) name badge
U+2702 ;	text ;	812 ;	office, scissors, tool ;	zjw 	# V1.1 (✂) black scissors
U+1F5C3 ;	text ;	813 ;	box, card, file, office ;	w 	# V7.0 (🗃) card file box
U+1F5C4 ;	text ;	814 ;	cabinet, file, office ;	w 	# V7.0 (🗄) file cabinet
U+1F5D1 ;	text ;	815 ;	office, wastebasket ;	w 	# V7.0 (🗑) wastebasket
U+1F512 ;	emoji ;	816 ;	closed, lock, object ;	jw 	# V6.0 (🔒) lock
U+1F513 ;	emoji ;	817 ;	lock, object, open, unlock ;	jw 	# V6.0 (🔓) open lock
U+1F50F ;	emoji ;	818 ;	ink, lock, object, pen, privacy ;	j 	# V6.0 (🔏) lock with ink pen
U+1F510 ;	emoji ;	819 ;	closed, key, lock, object, secure ;	j 	# V6.0 (🔐) closed lock with key
U+1F511 ;	emoji ;	820 ;	key, lock, object, password ;	j 	# V6.0 (🔑) key
U+1F5DD ;	text ;	821 ;	clue, key, lock, object, old ;	w 	# V7.0 (🗝) old key
U+1F528 ;	emoji ;	822 ;	hammer, object, tool ;	j 	# V6.0 (🔨) hammer
U+26CF ;	text ;	823 ;	mining, object, pick, tool, travel ;	a 	# V5.2 (⛏) pick
U+2692 ;	text ;	824 ;	hammer, object, pick, tool ;	x 	# V4.1 (⚒) hammer and pick
U+1F6E0 ;	text ;	825 ;	hammer, object, tool, wrench ;	w 	# V7.0 (🛠) hammer and wrench
U+1F527 ;	emoji ;	826 ;	object, tool, wrench ;	j 	# V6.0 (🔧) wrench
U+1F529 ;	emoji ;	827 ;	bolt, nut, object, tool ;	j 	# V6.0 (🔩) nut and bolt
U+2699 ;	text ;	828 ;	gear, object, tool ;	x 	# V4.1 (⚙) gear
U+1F5DC ;	text ;	829 ;	compression, object, tool, vice ;	w 	# V7.0 (🗜) compression
U+2697 ;	text ;	830 ;	alembic, chemistry, object, tool ;	x 	# V4.1 (⚗) alembic
U+2696 ;	text ;	831 ;	balance, justice, object, scales, tool, weight ;	x 	# V4.1 (⚖) scales
U+1F489 ;	emoji ;	832 ;	doctor, medicine, needle, object, shot, syringe, tool ;	j 	# V6.0 (💉) syringe
U+1F5E1 ;	text ;	833 ;	dagger, knife, object, rating, weapon ;	w 	# V7.0 (🗡) dagger knife
U+1F52A ;	emoji ;	834 ;	cooking, hocho, knife, object, tool, weapon ;	j 	# V6.0 (🔪) hocho
U+2694 ;	text ;	835 ;	crossed, object, swords, weapon ;	x 	# V4.1 (⚔) crossed swords
U+1F52B ;	emoji ;	836 ;	gun, object, pistol, revolver, tool, weapon ;	j 	# V6.0 (🔫) pistol
U+1F6E1 ;	text ;	837 ;	object, shield, weapon ;	w 	# V7.0 (🛡) shield
U+1F392 ;	emoji ;	838 ;	activity, bag, object, satchel, school ;	j 	# V6.0 (🎒) school satchel
U+1F50B ;	emoji ;	839 ;	battery, object ;	j 	# V6.0 (🔋) battery
U+1F50C ;	emoji ;	840 ;	electric, electricity, object, plug ;	j 	# V6.0 (🔌) electric plug
U+1F517 ;	emoji ;	841 ;	link, links, object ;	j 	# V6.0 (🔗) link symbol
U+26D3 ;	text ;	842 ;	chain, object, travel ;	a 	# V5.2 (⛓) chains
U+1F6AC ;	emoji ;	843 ;	activity, allowed, object, permitted, smoking, travel ;	j 	# V6.0 (🚬) smoking symbol
U+1F484 ;	emoji ;	844 ;	cosmetics, lipstick, makeup, object ;	j 	# V6.0 (💄) lipstick
U+1F48D ;	emoji ;	845 ;	object, ring, romance ;	j 	# V6.0 (💍) ring
U+1F48E ;	emoji ;	846 ;	diamond, gem, jewel, object, romance ;	j 	# V6.0 (💎) gem stone
U+1F6E2 ;	text ;	847 ;	drum, object, oil ;	w 	# V7.0 (🛢) oil drum
U+1F52E ;	emoji ;	848 ;	ball, crystal, fantasy, fortune, object, telling, tool ;	j 	# V6.0 (🔮) crystal ball
U+1F52F ;	emoji ;	849 ;	fortune, object, star, telling ;	j 	# V6.0 (🔯) six pointed star with middle dot
U+1F531 ;	emoji ;	850 ;	anchor, emblem, object, tool, trident ;	j 	# V6.0 (🔱) trident emblem
U+1F5F3 ;	text ;	851 ;	ballot, box, object ;	w 	# V7.0 (🗳) ballot box with ballot
U+1F48A ;	emoji ;	852 ;	doctor, medicine, object, pill ;	j 	# V6.0 (💊) pill
U+269B ;	text ;	853 ;	atheist, atom, object ;	x 	# V4.1 (⚛) atom symbol
U+269C ;	text ;	854 ;	fleur, lis, object ;	x 	# V4.1 (⚜) fleur-de-lis
U+26B0 ;	text ;	855 ;	coffin, object ;	x 	# V4.1 (⚰) coffin
U+26B1 ;	text ;	856 ;	funeral, object, urn ;	x 	# V4.1 (⚱) funeral urn
U+1F530 ;	emoji ;	857 ;	beginner, chevron, green, japanese, leaf, object, place, tool, yellow ;	j 	# V6.0 (🔰) japanese symbol for beginner
U+1F4AF ;	emoji ;	858 ;	100, full, hundred, office, score ;	j 	# V6.0 (💯) hundred points symbol
U+1F4E1 ;	emoji ;	859 ;	antenna, communication, dish, office, satellite ;	j 	# V6.0 (📡) satellite antenna
U+1F3C1 ;	emoji ;	860 ;	checkered, chequered, flag, sport ;	j 	# V6.0 (🏁) chequered flag
U+1F3F3 ;	text ;	861 ;	flag, waving ;	w 	# V7.0 (🏳) waving white flag
U+1F3F4 ;	emoji ;	862 ;	flag, waving ;	x 	# V7.0 (🏴) waving black flag
U+1F6A9 ;	emoji ;	863 ;	flag, post, travel ;	j 	# V6.0 (🚩) triangular flag on post
U+1F1E6 U+1F1EB ;	emoji ;	864 ;	afghanistan, flag, Afghanistan ;	x 	# V6.0 (🇦🇫) flag for Afghanistan
U+1F1E6 U+1F1FD ;	emoji ;	865 ;	åland, flag, islands, Åland Islands ;	x 	# V6.0 (🇦🇽) flag for Åland Islands
U+1F1E6 U+1F1F1 ;	emoji ;	866 ;	albania, flag, Albania ;	x 	# V6.0 (🇦🇱) flag for Albania
U+1F1E9 U+1F1FF ;	emoji ;	867 ;	algeria, flag, Algeria ;	x 	# V6.0 (🇩🇿) flag for Algeria
U+1F1E6 U+1F1F8 ;	emoji ;	868 ;	american, flag, samoa, American Samoa ;	x 	# V6.0 (🇦🇸) flag for American Samoa
U+1F1E6 U+1F1E9 ;	emoji ;	869 ;	andorra, flag, Andorra ;	x 	# V6.0 (🇦🇩) flag for Andorra
U+1F1E6 U+1F1F4 ;	emoji ;	870 ;	angola, flag, Angola ;	x 	# V6.0 (🇦🇴) flag for Angola
U+1F1E6 U+1F1EE ;	emoji ;	871 ;	anguilla, flag, Anguilla ;	x 	# V6.0 (🇦🇮) flag for Anguilla
U+1F1E6 U+1F1F6 ;	emoji ;	872 ;	antarctica, flag, Antarctica ;	x 	# V6.0 (🇦🇶) flag for Antarctica
U+1F1E6 U+1F1EC ;	emoji ;	873 ;	antigua, barbuda, flag, Antigua & Barbuda ;	x 	# V6.0 (🇦🇬) flag for Antigua & Barbuda
U+1F1E6 U+1F1F7 ;	emoji ;	874 ;	argentina, flag, Argentina ;	x 	# V6.0 (🇦🇷) flag for Argentina
U+1F1E6 U+1F1F2 ;	emoji ;	875 ;	armenia, flag, Armenia ;	x 	# V6.0 (🇦🇲) flag for Armenia
U+1F1E6 U+1F1FC ;	emoji ;	876 ;	aruba, flag, Aruba ;	x 	# V6.0 (🇦🇼) flag for Aruba
U+1F1E6 U+1F1E8 ;	emoji ;	877 ;	ascension, flag, island, Ascension Island ;	x 	# V6.0 (🇦🇨) flag for Ascension Island
U+1F1E6 U+1F1FA ;	emoji ;	878 ;	australia, flag, Australia ;	x 	# V6.0 (🇦🇺) flag for Australia
U+1F1E6 U+1F1F9 ;	emoji ;	879 ;	austria, flag, Austria ;	x 	# V6.0 (🇦🇹) flag for Austria
U+1F1E6 U+1F1FF ;	emoji ;	880 ;	azerbaijan, flag, Azerbaijan ;	x 	# V6.0 (🇦🇿) flag for Azerbaijan
U+1F1E7 U+1F1F8 ;	emoji ;	881 ;	bahamas, flag, Bahamas ;	x 	# V6.0 (🇧🇸) flag for Bahamas
U+1F1E7 U+1F1ED ;	emoji ;	882 ;	bahrain, flag, Bahrain ;	x 	# V6.0 (🇧🇭) flag for Bahrain
U+1F1E7 U+1F1E9 ;	emoji ;	883 ;	bangladesh, flag, Bangladesh ;	x 	# V6.0 (🇧🇩) flag for Bangladesh
U+1F1E7 U+1F1E7 ;	emoji ;	884 ;	barbados, flag, Barbados ;	x 	# V6.0 (🇧🇧) flag for Barbados
U+1F1E7 U+1F1FE ;	emoji ;	885 ;	belarus, flag, Belarus ;	x 	# V6.0 (🇧🇾) flag for Belarus
U+1F1E7 U+1F1EA ;	emoji ;	886 ;	belgium, flag, Belgium ;	x 	# V6.0 (🇧🇪) flag for Belgium
U+1F1E7 U+1F1FF ;	emoji ;	887 ;	belize, flag, Belize ;	x 	# V6.0 (🇧🇿) flag for Belize
U+1F1E7 U+1F1EF ;	emoji ;	888 ;	benin, flag, Benin ;	x 	# V6.0 (🇧🇯) flag for Benin
U+1F1E7 U+1F1F2 ;	emoji ;	889 ;	bermuda, flag, Bermuda ;	x 	# V6.0 (🇧🇲) flag for Bermuda
U+1F1E7 U+1F1F9 ;	emoji ;	890 ;	bhutan, flag, Bhutan ;	x 	# V6.0 (🇧🇹) flag for Bhutan
U+1F1E7 U+1F1F4 ;	emoji ;	891 ;	bolivia, flag, plurinational, Bolivia ;	x 	# V6.0 (🇧🇴) flag for Bolivia
U+1F1E7 U+1F1E6 ;	emoji ;	892 ;	bosnia, flag, herzegovina, Bosnia & Herzegovina ;	x 	# V6.0 (🇧🇦) flag for Bosnia & Herzegovina
U+1F1E7 U+1F1FC ;	emoji ;	893 ;	botswana, flag, Botswana ;	x 	# V6.0 (🇧🇼) flag for Botswana
U+1F1E7 U+1F1FB ;	emoji ;	894 ;	bouvet, flag, island, Bouvet Island ;	x 	# V6.0 (🇧🇻) flag for Bouvet Island
U+1F1E7 U+1F1F7 ;	emoji ;	895 ;	brazil, flag, Brazil ;	x 	# V6.0 (🇧🇷) flag for Brazil
U+1F1EE U+1F1F4 ;	emoji ;	896 ;	british, flag, indian, ocean, territory, British Indian Ocean Territory ;	x 	# V6.0 (🇮🇴) flag for British Indian Ocean Territory
U+1F1FB U+1F1EC ;	emoji ;	897 ;	british, flag, islands, virgin, British Virgin Islands ;	x 	# V6.0 (🇻🇬) flag for British Virgin Islands
U+1F1E7 U+1F1F3 ;	emoji ;	898 ;	brunei, darussalam, flag, Brunei ;	x 	# V6.0 (🇧🇳) flag for Brunei
U+1F1E7 U+1F1EC ;	emoji ;	899 ;	bulgaria, flag, Bulgaria ;	x 	# V6.0 (🇧🇬) flag for Bulgaria
U+1F1E7 U+1F1EB ;	emoji ;	900 ;	burkina, faso, flag, Burkina Faso ;	x 	# V6.0 (🇧🇫) flag for Burkina Faso
U+1F1E7 U+1F1EE ;	emoji ;	901 ;	burundi, flag, Burundi ;	x 	# V6.0 (🇧🇮) flag for Burundi
U+1F1F0 U+1F1ED ;	emoji ;	902 ;	cambodia, flag, Cambodia ;	x 	# V6.0 (🇰🇭) flag for Cambodia
U+1F1E8 U+1F1F2 ;	emoji ;	903 ;	cameroon, flag, Cameroon ;	x 	# V6.0 (🇨🇲) flag for Cameroon
U+1F1E8 U+1F1E6 ;	emoji ;	904 ;	canada, flag, Canada ;	x 	# V6.0 (🇨🇦) flag for Canada
U+1F1EE U+1F1E8 ;	emoji ;	905 ;	canary, flag, islands, Canary Islands ;	x 	# V6.0 (🇮🇨) flag for Canary Islands
U+1F1E8 U+1F1FB ;	emoji ;	906 ;	cabo, cape, flag, verde, Cape Verde ;	x 	# V6.0 (🇨🇻) flag for Cape Verde
U+1F1E7 U+1F1F6 ;	emoji ;	907 ;	bonaire, caribbean, eustatius, flag, netherlands, saba, sint, Caribbean Netherlands ;	x 	# V6.0 (🇧🇶) flag for Caribbean Netherlands
U+1F1F0 U+1F1FE ;	emoji ;	908 ;	cayman, flag, islands, Cayman Islands ;	x 	# V6.0 (🇰🇾) flag for Cayman Islands
U+1F1E8 U+1F1EB ;	emoji ;	909 ;	african, central, flag, republic, Central African Republic ;	x 	# V6.0 (🇨🇫) flag for Central African Republic
U+1F1EA U+1F1E6 ;	emoji ;	910 ;	ceuta, flag, melilla, Ceuta & Melilla ;	x 	# V6.0 (🇪🇦) flag for Ceuta & Melilla
U+1F1F9 U+1F1E9 ;	emoji ;	911 ;	chad, flag, Chad ;	x 	# V6.0 (🇹🇩) flag for Chad
U+1F1E8 U+1F1F1 ;	emoji ;	912 ;	chile, flag, Chile ;	x 	# V6.0 (🇨🇱) flag for Chile
U+1F1E8 U+1F1F3 ;	emoji ;	913 ;	china, flag, China ;	j 	# V6.0 (🇨🇳) flag for China
U+1F1E8 U+1F1FD ;	emoji ;	914 ;	christmas, flag, island, Christmas Island ;	x 	# V6.0 (🇨🇽) flag for Christmas Island
U+1F1E8 U+1F1F5 ;	emoji ;	915 ;	clipperton, flag, island, Clipperton Island ;	x 	# V6.0 (🇨🇵) flag for Clipperton Island
U+1F1E8 U+1F1E8 ;	emoji ;	916 ;	cocos, flag, islands, keeling, Cocos  Islands ;	x 	# V6.0 (🇨🇨) flag for Cocos  Islands
U+1F1E8 U+1F1F4 ;	emoji ;	917 ;	colombia, flag, Colombia ;	x 	# V6.0 (🇨🇴) flag for Colombia
U+1F1F0 U+1F1F2 ;	emoji ;	918 ;	comoros, flag, Comoros ;	x 	# V6.0 (🇰🇲) flag for Comoros
U+1F1E8 U+1F1EC ;	emoji ;	919 ;	brazzaville, congo, flag, rep., republic, Congo - Brazzaville ;	x 	# V6.0 (🇨🇬) flag for Congo - Brazzaville
U+1F1E8 U+1F1E9 ;	emoji ;	920 ;	congo, dem., democratic, flag, kinshasa, rep., republic, Congo - Kinshasa ;	x 	# V6.0 (🇨🇩) flag for Congo - Kinshasa
U+1F1E8 U+1F1F0 ;	emoji ;	921 ;	cook, flag, islands, Cook Islands ;	x 	# V6.0 (🇨🇰) flag for Cook Islands
U+1F1E8 U+1F1F7 ;	emoji ;	922 ;	costa, flag, rica, Costa Rica ;	x 	# V6.0 (🇨🇷) flag for Costa Rica
U+1F1E8 U+1F1EE ;	emoji ;	923 ;	coast, cote, côte, flag, ivoire, ivory, Côte d’Ivoire ;	x 	# V6.0 (🇨🇮) flag for Côte d’Ivoire
U+1F1ED U+1F1F7 ;	emoji ;	924 ;	croatia, flag, Croatia ;	x 	# V6.0 (🇭🇷) flag for Croatia
U+1F1E8 U+1F1FA ;	emoji ;	925 ;	cuba, flag, Cuba ;	x 	# V6.0 (🇨🇺) flag for Cuba
U+1F1E8 U+1F1FC ;	emoji ;	926 ;	antilles, curacao, curaçao, flag, netherlands, Curaçao ;	x 	# V6.0 (🇨🇼) flag for Curaçao
U+1F1E8 U+1F1FE ;	emoji ;	927 ;	cyprus, flag, Cyprus ;	x 	# V6.0 (🇨🇾) flag for Cyprus
U+1F1E8 U+1F1FF ;	emoji ;	928 ;	czech, flag, republic, Czech Republic ;	x 	# V6.0 (🇨🇿) flag for Czech Republic
U+1F1E9 U+1F1F0 ;	emoji ;	929 ;	denmark, flag, Denmark ;	x 	# V6.0 (🇩🇰) flag for Denmark
U+1F1E9 U+1F1EC ;	emoji ;	930 ;	diego, flag, garcia, Diego Garcia ;	x 	# V6.0 (🇩🇬) flag for Diego Garcia
U+1F1E9 U+1F1EF ;	emoji ;	931 ;	djibouti, flag, Djibouti ;	x 	# V6.0 (🇩🇯) flag for Djibouti
U+1F1E9 U+1F1F2 ;	emoji ;	932 ;	dominica, flag, Dominica ;	x 	# V6.0 (🇩🇲) flag for Dominica
U+1F1E9 U+1F1F4 ;	emoji ;	933 ;	dominica, dominican, flag, republic, Dominican Republic ;	x 	# V6.0 (🇩🇴) flag for Dominican Republic
U+1F1EA U+1F1E8 ;	emoji ;	934 ;	ecuador, flag, Ecuador ;	x 	# V6.0 (🇪🇨) flag for Ecuador
U+1F1EA U+1F1EC ;	emoji ;	935 ;	arab, egypt, flag, rep., Egypt ;	x 	# V6.0 (🇪🇬) flag for Egypt
U+1F1F8 U+1F1FB ;	emoji ;	936 ;	el, flag, salvador, El Salvador ;	x 	# V6.0 (🇸🇻) flag for El Salvador
U+1F1EC U+1F1F6 ;	emoji ;	937 ;	equatorial, flag, guinea, Equatorial Guinea ;	x 	# V6.0 (🇬🇶) flag for Equatorial Guinea
U+1F1EA U+1F1F7 ;	emoji ;	938 ;	eritrea, flag, Eritrea ;	x 	# V6.0 (🇪🇷) flag for Eritrea
U+1F1EA U+1F1EA ;	emoji ;	939 ;	estonia, flag, Estonia ;	x 	# V6.0 (🇪🇪) flag for Estonia
